shihlin-taiwan-street-snacks-milpitas,Shihlin Taiwan Street Snacks,4,522 Barber Ln,Milpitas
quickly-milpitas-2,Quickly,2.5,1350 S Park Victoria Dr,Milpitas
honeyberry-san-jose-9,Honeyberry,4.5,3655 N 1st St,San Jose
aroma-coffee-and-snacks-milpitas,Aroma Coffee and Snacks,4,1535 Landess Ave,Milpitas
teatime-redwood-city,Teatime,4,1003 El Camino Real,Redwood City
comebuy-drinks-redwood-city,Comebuy Drinks,4,2074 Broadway,Redwood City
teaspoon-redwood-city,Teaspoon,4,2361 Broadway St,Redwood City
davidstea-palo-alto-2,DAVIDsTEA,4.5,318 University Ave,Palo Alto
pokélove-palo-alto,pokéLOVE,3.5,855 El Camino Real,Palo Alto
bare-bowls-palo-alto,Bare Bowls,4,530 Emerson St,Palo Alto
tea-time-palo-alto,Tea Time,3.5,542 Ramona St,Palo Alto
chantal-guillon-macarons-and-teas-palo-alto-2,Chantal Guillon Macarons & Teas,4.5,444 University Ave,Palo Alto
happy-donuts-palo-alto,Happy Donuts,3.5,3916 El Camino Real,Palo Alto
quickly-sunnyvale-4,Quickly,3.5,415 N Mary Ave,Sunnyvale
fraiche-palo-alto-2,Fraiche,4,200 Hamilton Ave,Palo Alto
quickly-redwood-city,Quickly,3,300 Walnut St,Redwood City
coupa-café-palo-alto-3,Coupa Café,3.5,538 Ramona St,Palo Alto
cream-palo-alto-3,CREAM,3.5,440 University Ave,Palo Alto
ohana-express-redwood-city-2,Ohana Express,4,640 Woodside Rd,Redwood City
yogurtland-palo-alto,Yogurtland,4,494 University Ave,Palo Alto
coupa-café-lytton-palo-alto,Coupa Café - Lytton,3.5,111 Lytton Ave,Palo Alto
green-bakery-and-café-los-altos-11,Green Bakery & Café,3.5,692 Fremont Ave,Los Altos
wild-berry-yogurt-menlo-park,Wild Berry Yogurt,3.5,325 Sharon Park Dr,Menlo Park
the-posh-bagel-los-altos,The Posh Bagel,3.5,310 Main St,Los Altos
paris-baguette-palo-alto,Paris Baguette,3.5,383 University Ave,Palo Alto
taza-deli-and-cafe-redwood-city,Taza Deli & Cafe,5,1796 Broadway,Redwood City
rojoz-gourmet-wraps-palo-alto-2,Rojoz Gourmet Wraps,3.5,3906 Middlefield Rd,Palo Alto
froyola-redwood-city,Froyola,4,2206 Broadway St,Redwood City
mr-green-bubble-sunnyvale,Mr. Green Bubble,5,1255 S Mary Ave,Sunnyvale
coupa-cafe-green-library-stanford,Coupa Cafe - Green Library,3.5,571 Escondido Mall,Stanford
dohatsuten-palo-alto,Dohatsuten,3.5,799 San Antonio Rd,Palo Alto
panda-express-mountain-view-2,Panda Express,2,1035 El Monte Ave,Mountain View
nekter-juice-bar-mountain-view,Nekter Juice Bar,3.5,685 San Antonio Rd,Mountain View
green-leaf-asian-bistro-and-cafe-redwood-city-2,Green Leaf Asian Bistro & Cafe,4,865 Middlefield Rd,Redwood City
koma-sushi-restaurant-menlo-park-3,Koma Sushi Restaurant,3.5,211 El Camino Real,Menlo Park
the-axe-and-palm-stanford,The Axe and Palm,2.5,Old Union Stanford University,Stanford
cocohodo-sunnyvale-2,Cocohodo,4,1082 E El Camino Real,Sunnyvale
hotpot-first-sunnyvale,Hotpot First,3.5,1149 N Lawrence Expy,Sunnyvale
bean-scene-sunnyvale,Bean Scene,3.5,186 S Murphy Ave,Sunnyvale
sharetea-santa-clara-7,Sharetea,3.5,2855 Stevens Creek Blvd,Santa Clara
jazen-tea-santa-clara-santa-clara,Jazen Tea Santa Clara,2.5,3484 El Camino Real,Santa Clara
honeyberry-santa-clara,Honeyberry,3.5,3488 El Camino Real,Santa Clara
world-wrapps-2-0-santa-clara,World Wrapps 2.0,4.5,3125 Mission College Blvd,Santa Clara
youji-fresh-rolls-wine-and-tea-santa-clara,Youji Fresh Rolls Wine & Tea,2.5,2855 Stevens Creek Blvd,Santa Clara
frozos-frozen-yogurt-santa-clara,Frozo's Frozen Yogurt,3.5,1000 Lafayette St,Santa Clara
cool-tea-bar-south-san-francisco-4,Cool Tea Bar,3.5,630 El Camino Real,South San Francisco
tiger-tea-and-juice-burlingame-3,Tiger Tea & Juice,4.5,1803 El Camino Real,Burlingame
aqua-club-dessert-and-beverage-san-bruno,Aqua Club Dessert & Beverage,4.5,440 San Mateo Ave,San Bruno
bobabia-san-mateo,Bobabia,4,271 - 273 Baldwin Ave,San Mateo
happy-lemon-burlingame-4,Happy Lemon,4,1419 Burlingame Ave,Burlingame
eggettes-south-san-francisco,Eggettes,4,639 El Camino Real,South San Francisco
tpumps-burlingame,Tpumps,4,1118 Burlingame Ave,Burlingame
teaspoon-san-mateo,Teaspoon,4,128 E 3rd Ave,San Mateo
cha-express-san-mateo,Cha Express,4,212 E 3rd Ave,San Mateo
search-tea-millbrae-5,Search Tea,4,105 Park Blvd,Millbrae
tea-world-pacifica,Tea World,4,90 Eureka Sq,Pacifica
t4-millbrae-10,T4,3.5,315 Broadway,Millbrae
i-tea-burlingame-2,i-Tea,5,346 Lorton Ave,Burlingame
boba-dude-half-moon-bay,Boba Dude,3.5,80 Cabrillo Hwy N,Half Moon Bay
eggettes-millbrae-2,Eggettes,4,979 Broadway,Millbrae
gong-cha-san-mateo-2,Gong Cha,3.5,110 S B St,San Mateo
bambu-south-san-francisco,BAMBU,3.5,2223 Gellert Blvd,South San Francisco
super-cue-cafe-san-mateo-2,Super Cue Cafe,3.5,2986 S Norfolk St,San Mateo
bambu-san-mateo-2,BAMBU,4,153 South B St,San Mateo
eggettes-san-mateo,Eggettes,4,47 S B St,San Mateo
chatime-san-mateo-2,Chatime,3.5,165 E 4th Ave,San Mateo
tpumps-foster-city,Tpumps,4,985 E Hillsdale Blvd,Foster City
creme-brewlee-san-mateo-2,Creme Brewlee,4,2948 S Norfolk St,San Mateo
chatime-foster-city,Chatime,3.5,969A Edgewater Blvd,Foster City
quickly-san-mateo,Quickly,3.5,142 E 3rd Ave,San Mateo
fresh-nation-desserts-san-mateo-2,Fresh Nation Desserts,3,30 E 3rd Ave,San Mateo
ya-ua-yogurt-and-boba-tea-belmont-2,Ya-Ua Yogurt & Boba Tea,4,1090 Alameda De Las Pulgas,Belmont
snacks-san-mateo-2,Snacks,4.5,31 N B St,San Mateo
dessert-republic-san-mateo,Dessert Republic,3.5,138 Main St,San Mateo
mints-and-honey-san-carlos,Mints & Honey,4.5,1524 El Camino Real,San Carlos
bambu-millbrae-2,BAMBU,4.5,203 El Camino Real,Millbrae
icicles-san-mateo,ICICLES,4,222 E 3rd Ave,San Mateo
kingkat-bar-and-eatery-san-mateo-2,KingKat Bar & Eatery,4.5,33 W 25th Ave,San Mateo
quickly-burlingame-2,Quickly,3.5,1407 Burlingame Ave,Burlingame
antoines-cookie-shop-san-mateo-3,Antoine's Cookie Shop,4.5,220 2nd Ave,San Mateo
quickly-foster-city-3,Quickly,3,969k Edgewater Blvd,Foster City
moo-moo-yogurt-foster-city,Moo Moo Yogurt,4,969F Edgewater Blvd,Foster City
clear-optometry-san-mateo,Clear Optometry,4,138 E 3rd Ave,San Mateo
boiling-point-san-mateo,Boiling Point,3,111 E 4th Ave,San Mateo
cream-san-mateo,CREAM,4,134 S B St,San Mateo
poke-island-creasian-kitchen-san-mateo,Poke Island CreAsian Kitchen,4,43 S B St,San Mateo
waterfront-cafe-burlingame,Waterfront Cafe,5,500 Airport Blvd,Burlingame
never-too-latte-san-bruno-2,Never Too Latte,3.5,486 San Mateo Ave,San Bruno
jougert-bar-burlingame,Jougert Bar,4.5,1115 Burlingame Ave,Burlingame
mini-coffee-san-mateo-2,Mini Coffee,4,800 S B St,San Mateo
sweet-indulgence-millbrae-3,Sweet Indulgence,3,298 Broadway,Millbrae
ramen-dojo-san-mateo,Ramen Dojo,4,805 S B St,San Mateo
quickly-millbrae-4,Quickly,4.5,325 El Camino Real,Millbrae
bobo-drinks-fairfield-2,Bobo Drinks,3.5,1305 Gateway Blvd,Fairfield
t4-tea-for-u-fairfield,T4 Tea For U,3,2700 N Texas St,Fairfield
peace-love-and-boba-vacaville,Peace Love & Boba,4,3083 Alamo Dr,Vacaville
halo-halo-bar-and-boba-station-suisun-city,Halo Halo Bar & Boba Station,4,303 Lawler Ctr Dr,Suisun City
quickly-fairfield-3,Quickly,2.5,1350 Travis Blvd,Fairfield
tutti-frutti-fairfield-2,Tutti Frutti,4,3334 N Texas St,Fairfield
sharetea-concord-3,Sharetea,4,1850 Mount Diablo St,Concord
i-tea-pittsburg,i-Tea,4,2121 Loveridge Rd,Pittsburg
quickly-vallejo-12,Quickly,3.5,145 Plaza Dr,Vallejo
teazentea-brentwood-3,TeaZenTea,4.5,1135 2nd St,Brentwood
quickly-vacaville,Quickly,2.5,1667 E Monte Vista Ave,Vacaville
mandro-teahouse-davis,MandRo Teahouse,4,1260 Lake Blvd,Davis
tapioca-express-vallejo,Tapioca Express,3,3720 Sonoma Blvd,Vallejo
okashi-fusion-vacaville,Okashi Fusion,4.5,1679 E Monte Vista Ave,Vacaville
cafe-tapioca-hercules,Cafe Tapioca,4,1581 Sycamore Ave,Hercules
pho-saigon-no-1-vietnamese-restaurant-fairfield-2,Pho Saigon No 1 Vietnamese Restaurant,4,1972 N Texas St,Fairfield
ontap-davis,OnTap,4,825 Russell Blvd,Davis
t4-antioch-12,T4,4,4532 Lone Tree Way,Antioch
bobaloca-concord-4,Bobaloca,3.5,1843 Willow Pass Rd,Concord
teabo-café-davis,Teabo Café,3.5,2191 Cowell Blvd,Davis
lazi-cow-davis,Lazi Cow,3.5,407 G St,Davis
t4-san-pablo-3,T4,4,13350 San Pablo Ave,San Pablo
t4-concord-concord,T4 - Concord,3.5,2151 Salvio St,Concord
dragon-snow-el-sobrante,Dragon Snow,3.5,3550 San Pablo Dam Rd,El Sobrante
cj-fusion-fairfield,CJ Fusion,3.5,201 Travis Blvd,Fairfield
gong-cha-davis,Gong Cha,3.5,1411 W Covell Blvd,Davis
suisun-seafood-center-suisun-city,Suisun Seafood Center,3.5,303 Lawler Center Dr,Suisun City
teaone-davis,TeaOne,3.5,213 E St,Davis
quickly-brentwood-brentwood,Quickly Brentwood,4.5,2415 Empire Ave,Brentwood
t4-davis-3,T4,4,132 E St,Davis
bangkok-paradise-fairfield,Bangkok Paradise,4,3344 N Texas St,Fairfield
easel-davis-2,Easel,4.5,620 W Covell Blvd,Davis
sharetea-davis-davis-2,Sharetea Davis,3.5,207 3rd St,Davis
the-old-teahouse-davis-3,The Old Teahouse,4,825 Russell Blvd,Davis
pho-lee-hoa-phat-fairfield,Pho Lee Hoa Phat,3.5,870 E Travis,Fairfield
skyview-noodle-and-tea-pittsburg-3,Skyview Noodle & Tea,4.5,200 E 3rd St,Pittsburg
noodle-house-fairfield-2,Noodle House,3,1305 Gateway Blvd,Fairfield
sisig-suisun-city-3,SISIG,3,303 Lawler Center Dr,Suisun City
rrags-caffe-benicia,Rrags Caffe,4.5,1383 E 2nd St,Benicia
yumygurt-pinole,Yumygurt,4,2701 Pinole Valley Rd,Pinole
vampire-penguin-brentwood-2,Vampire Penguin,3,2545 Sand Creek Rd,Brentwood
going-green-martinez,Going Green,4.5,1160 Arnold Dr,Martinez
quickly-antioch-2,Quickly,3.5,212 E 18th St,Antioch
pho-lee-hoa-phat-vacaville,Pho Lee Hoa Phat,3.5,88 Peabody Rd,Vacaville
ice-monster-walnut-creek,Ice Monster,4,2230 Oak Grove Rd,Walnut Creek
t4-walnut-creek,T4,3.5,1815 Ygnacio Valley Rd,Walnut Creek
chalogy-tea-bar-walnut-creek-4,CHALOGY Tea Bar,3.5,1349 Locust St,Walnut Creek
mr-green-bubble-walnut-creek-2,Mr. Green Bubble,3.5,1539 Locust St,Walnut Creek
cool-tea-bar-danville-4,Cool Tea Bar,4,251 Hartz Ave,Danville
quickly-concord-5,Quickly,3,4115 Concord Blvd,Concord
quickly-concord,Quickly,2.5,1657 Willow Pass Rd,Concord
t4-and-poke-walnut-creek,T4 And Poke,3.5,1385C N Main St,Walnut Creek
i-tea-moraga-3,i-Tea,4.5,1460 Moraga Rd,Moraga
panache-caffe-lafayette,Panache Caffe,4,3653 Mt Diablo Blvd,Lafayette
coco-swirl-pleasant-hill,Coco Swirl,4,35 Crescent Dr,Pleasant Hill
surf-city-squeeze-concord,Surf City Squeeze,3.5,282 Sun Valley Mall,Concord
hello-pho-concord,Hello Pho,4,1701 Monument Blvd,Concord
harvest-house-concord,Harvest House,4,2395 Monument Blvd,Concord
i-love-teriyaki-and-sushi-concord-2,I Love Teriyaki & Sushi,3.5,1950 Salvio St,Concord
cornology-walnut-creek-3,Cornology,4.5,1349 Locust St,Walnut Creek
saigon-bistro-concord,Saigon Bistro,3.5,1701 Willow Pass Rd,Concord
99-ranch-market-concord-2,99 Ranch Market,3.5,1795 Willow Pass Rd,Concord
double-rainbow-cafe-benicia,Double Rainbow Cafe,3.5,560 1st St,Benicia
blue-saigon-pittsburg,Blue Saigon,4.5,2243 Railroad Ave,Pittsburg
jollibee-concord,Jollibee,3,2030 Diamond Blvd,Concord
pho-huynh-hiep-5-kevins-noodle-house-concord,Pho Huynh Hiep 5 - Kevin's Noodle House,3.5,1833 Willow Pass Rd,Concord
pho-lee-hoa-phat-pleasant-hill,Pho Lee Hoa Phat,3.5,508 Contra Costa Blvd,Pleasant Hill
pho-huynh-hiep-6-kevins-noodle-house-walnut-creek,Pho Huynh Hiep 6 - Kevin's Noodle House,4,2034 N Main St,Walnut Creek
smitten-ice-cream-lafayette,Smitten Ice Cream,3.5,3545 Mt Diablo Blvd,Lafayette
aung-maylika-benicia-4,Aung Maylika,4.5,836 Southampton Rd,Benicia
izzyas-frozen-custard-lafayette-2,IzzyA's Frozen Custard,4.5,,Lafayette
yogurtland-pleasant-hill,Yogurtland,4,2390 Monument Blvd,Pleasant Hill
golden-bakery-pittsburg,Golden Bakery,5,2229 Railroad Ave,Pittsburg
tutti-frutti-montclair-oakland,Tutti Frutti Montclair,4,2066 Mountain Blvd,Oakland
tangelo-frozen-yogurt-moraga,Tangelo Frozen Yogurt,4.5,384 Park St,Moraga
surf-city-squeeze-antioch,Surf City Squeeze,3.5,2556 Somersville Rd,Antioch
lv-vietnamese-pho-and-sandwiches-vallejo,LV Vietnamese Pho and Sandwiches,4,2621 Springs Rd,Vallejo
korea-house-concord,Korea House,4,1835 Willow Pass Rd,Concord
yo-sushi-martinez,Yo Sushi,3.5,1029 Arnold Dr,Martinez
lulus-kitchen-concord,Lulu's Kitchen,4,1657 Willow Pass Rd,Concord
pho-hoa-an-pleasant-hill,Pho Hoa An,3,1617 Contra Costa Blvd,Pleasant Hill
saigon-bistro-restaurant-pittsburg,Saigon Bistro Restaurant,3.5,4285 Century Blvd,Pittsburg
pho-lee-hoa-phat-pittsburg-5,Pho Lee Hoa Phat,3.5,140 E Leland Rd,Pittsburg
viet-nam-noodle-house-antioch-4,Viet Nam Noodle House,4,3676 Delta Fair Blvd,Antioch
little-hearty-noodle-moraga-2,Little Hearty Noodle,3.5,578 Center St,Moraga
bubble-loca-richmond,Bubble Loca,3.5,3288 Pierce St,Richmond
ten-ren-tea-co-richmond,Ten Ren Tea Co,4,3288 Pierce St,Richmond
tala-coffee-and-tea-el-cerrito-2,Tala Coffee & Tea,3.5,10734 San Pablo Ave,El Cerrito
sharetea-san-rafael-3,Sharetea,3.5,967 Grand Ave,San Rafael
tpartea-boba-drinks-and-banh-mi-san-rafael-3,TPartea Boba Drinks And Banh Mi,3.5,5800 Northgate Dr,San Rafael
sunny-day-sweet-house-richmond,Sunny Day Sweet House,3.5,3288 Pierce St,Richmond
aloha-pure-water-shaved-ice-san-pablo,Aloha Pure Water Shaved Ice,4.5,2300 El Portal Dr,San Pablo
world-wrapps-corte-madera-7,World Wrapps,4.5,208 Corte Madera Town Ctr,Corte Madera
quickly-el-cerrito,Quickly,3,3080 El Cerrito Plz,El Cerrito
tay-tah-cafe-albany,Tay Tah Cafe,3.5,1182 Solano Ave,Albany
sweetheart-cafe-berkeley,Sweetheart Cafe,3.5,2523 Durant Ave,Berkeley
teaone-berkeley-berkeley,TeaOne Berkeley,3.5,2380 Telegraph Ave,Berkeley
quickly-kobe-bento-richmond-2,Quickly - Kobe Bento,2,3288 Pierce St,Richmond
quickly-san-rafael,Quickly,3,1128 4th St,San Rafael
sivans-cafe-hayward,Sivan's Cafe,4.5,766 A St,Hayward
honey-bear-smoothie-tea-and-dessert-hayward,Honey Bear Smoothie Tea & Dessert,5,1 Southland Mall Dr,Hayward
sharetea-san-ramon,Sharetea,4,2441 San Ramon Valley Blvd,San Ramon
t4-castro-valley,T4,3.5,18911 Lake Chabot Rd,Castro Valley
quickly-hayward,Quickly,2.5,25034 Hesperian Blvd,Hayward
8-twelve-oriental-market-san-leandro,8-Twelve Oriental Market,4,596 E 14th St,San Leandro
polaris-ice-cream-rolls-hayward,Polaris Ice Cream Rolls,4,595 Southland Mall,Hayward
milkcow-castro-valley,Milkcow,3.5,3223 Castro Valley Blvd,Castro Valley
satori-tea-company-saratoga,Satori Tea Company,3.5,14482 Big Basin Way,Saratoga
creative-sips-san-jose,Creative Sips,4,,San Jose
saratoga-bagels-saratoga,Saratoga Bagels,4.5,12840 Saratoga Sunnyvale Rd,Saratoga
snowflake-san-jose,Snowflake,3.5,4306 Moorpark Ave,San Jose
steepers-campbell,Steepers,4.5,346 E Campbell Ave,Campbell
yodo-yogurt-campbell,YoDo Yogurt,3.5,2475 S Winchester Blvd,Campbell
caffé-central-santa-clara,Caffé Central,2.5,2855 Stevens Creek Blvd,Santa Clara
bar-code-santa-clara,Bar Code,3,2855 Stevens Crk Blvd,Santa Clara
jovie-coffee-and-pho-campbell,Jovie Coffee & Pho,3.5,136 N San Tomas Aquino,Campbell
tous-les-jours-santa-clara,Tous Les Jours,3.5,3535 Homestead Rd,Santa Clara
menchies-frozen-yogurt-vallejo,Menchie's Frozen Yogurt,4.5,972 Admiral Callaghan Ln,Vallejo
starbread-bakery-vallejo,Starbread Bakery,4.5,3718 Sonoma Blvd,Vallejo
pho-1-vallejo,Pho #1,4,3885 Sonoma Blvd,Vallejo
sunshine-bakery-vallejo-3,Sunshine Bakery,3,3570 Sonoma Blvd,Vallejo
original-red-onion-vallejo-2,Original Red Onion,3,1321 Springs Rd,Vallejo
yo-sushi-vallejo-2,Yo Sushi,3.5,114 Robles Way,Vallejo
midori-japanese-cuisine-vallejo,Midori Japanese Cuisine,3.5,3440 Sonoma Blvd,Vallejo
pho-lee-hoa-phat-vallejo-2,Pho Lee Hoa Phat,3,102 Springstowne Ctr,Vallejo
pho-saigon-village-noodle-house-vallejo,Pho Saigon Village Noodle House,4.5,3636 Sonoma Blvd,Vallejo
pho-lee-hoa-phat-2-vallejo-3,Pho Lee Hoa Phat 2,3,3495 Sonoma Blvd,Vallejo
chowking-vallejo,Chowking,3,3495 Sonoma Blvd,Vallejo
tacos-jalisco-vallejo,Tacos Jalisco,4,3420 Sonoma Blvd,Vallejo
menchies-frozen-yogurt-belmont-2,Menchie's Frozen Yogurt,4,1200 El Camino Real,Belmont
fashion-wok-foster-city,Fashion Wok,4,929 A Edgewater Blvd,Foster City
pho-new-saigon-foster-city,Pho New Saigon,3.5,1088 Foster City Blvd,Foster City
hongry-kong-belmont-2,Hongry Kong,3.5,,Belmont
marina-food-san-mateo,Marina Food,3,2992 S Norfolk St,San Mateo
cooking-papa-restaurant-foster-city,Cooking Papa Restaurant,3.5,949A Edgewater Blvd,Foster City
sheng-kee-bakery-san-mateo-2,Sheng Kee Bakery,3,2964 S Norfolk St,San Mateo
eat-on-monday-mountain-view-3,Eat On Monday,4.5,,Mountain View
pho-little-saigon-san-mateo,Pho Little Saigon,3,2978 S Norfolk St,San Mateo
myung-dong-tofu-cabin-san-mateo,Myung Dong Tofu Cabin,3.5,2968 S Norfolk St,San Mateo
bagel-street-cafe-redwood-city,Bagel Street Cafe,3,254 Redwood Shores Pkwy,Redwood City
east-14th-bakery-and-cafe-san-leandro-3,East 14th Bakery & Cafe,3.5,1780 E 14th St,San Leandro
tapioca-express-san-leandro,Tapioca Express,3.5,129 W Joaquin Ave,San Leandro
quickly-san-leandro,Quickly,2.5,15251 Hesperian Blvd,San Leandro
sweethoney-dessert-san-leandro-3,Sweethoney Dessert,3.5,1423 E 14th St,San Leandro
hanoi-chicken-noodle-san-leandro,Hanoi Chicken Noodle,3.5,13720 Doolittle Dr,San Leandro
loving-tea-san-leandro,Loving Tea,2,1338 Fairmont Dr,San Leandro
cafe-sorriso-san-leandro,Cafe Sorriso,4,1501 Washington Ave,San Leandro
d-t-dim-sum-and-tea-san-leandro,D T Dim Sum & Tea,3.5,1970 Lewelling Blvd,San Leandro
milk-and-cookie-bar-castro-valley-3,Milk & Cookie Bar,4.5,18911 Lake Chabot Rd,Castro Valley
sweet-dee-cupcakes-and-snow-ice-san-leandro,Sweet Dee Cupcakes & Snow Ice,4,109 Pelton Ctr Way,San Leandro
quickly-san-lorenzo,Quickly,3.5,17940 Hesperian Blvd,San Lorenzo
tapioca-express-alameda,Tapioca Express,3.5,2306 Encinal Ave,Alameda
leisure-cafe-san-leandro-2,Leisure Cafe,2.5,1443 E 14th St,San Leandro
quickly-castro-valley,Quickly,3,20893 Redwood Rd,Castro Valley
china-kitchen-express-san-leandro,China Kitchen Express,2,13780 E 14th St,San Leandro
pho-an-hoa-san-leandro,Pho An Hoa,3.5,14391 Washington Ave,San Leandro
tuttimelon-alameda,Tuttimelon,3.5,2402 Central Ave,Alameda
banh-mi-ba-le-oakland,Banh Mi Ba Le,4.5,1909 International Blvd,Oakland
pokeatery-castro-valley,Pokeatery,4.5,18911 Lake Chabot Rd,Castro Valley
hot-spot-alameda,Hot Spot,3.5,2321 Santa Clara Ave,Alameda
worlds-fare-donuts-hayward,World's Fare Donuts,4.5,20770 Hesperian Blvd,Hayward
taqueria-los-pericos-san-leandro,Taqueria Los Pericos,4,1389 E 14th St,San Leandro
pho-anh-ha-san-leandro,Pho Anh-Ha,3.5,2089 E 14th St,San Leandro
craw-station-san-leandro,Craw Station,3.5,15040 Farnsworth St,San Leandro
r-and-d-cafe-san-lorenzo,R & D Cafe,4,15813 Channel St,San Lorenzo
munch-hayward,Munch,4,27560 Tampa Ave,Hayward
foodnet-supermarket-san-leandro-2,Foodnet Supermarket,3.5,1960 Lewelling Blvd,San Leandro
yo-bowl-hayward,Yo Bowl,4,8 Southland Mall,Hayward
yogurt-hill-hayward-4,Yogurt Hill,4,1081 B St,Hayward
alohana-hawaiian-grill-san-leandro,Alohana Hawaiian Grill,3,15555 E 14th St,San Leandro
