697,Thai Iced Tea Slush,4.11,4.45
698,Two Flavor Slush,5.34,2.02
699,Yogurt Slush,7.59,2.85
700,Black Tea,4.83,2.03
701,Coconut Pineapple Tea,6.98,4.88
702,Coffee,4.05,2.08
703,Fruit Magic Tea,3.18,4.08
704,Ginger Longan Tea,5.21,2.16
705,Ginger Tea,5.39,3.84
706,Grass Jelly,6.78,3.18
707,Green Tea,5.7,2.2
708,Hawaiian Fruit Tea,3.12,2.3
709,Honey Green Milk Tea,7.86,4.09
710,Honey Lemon Tea,5.64,4.07
711,Jack Fruit Tea,7.7,2.74
712,Longan Tea,5.35,3.18
713,Magic Fruit Tea,6.39,3.2
714,Rose Herbal Tea,7.25,4.64
715,Almond Snow,7.42,3.27
716,Apple Snow,6.31,4.27
717,Banana Snow,3.61,3.56
718,Champagne Grape Snow,3.87,2.5
719,Chocolate Snow,7.36,4.19
720,Grape Snow,6.52,2.06
721,Green Apple Snow,4.68,3.44
722,Lemon Snow,6.22,3.22
723,Mango Snow,6.79,3.42
724,Orange Snow,3.98,3.91
725,Passion Fruit Snow,5.21,4.28
726,Peach Snow,5.93,4.04
727,Peppermint Snow,7.42,2.31
728,Plum Snow,5.03,2.28
729,Sour Plum Snow,7.91,3.92
730,Strawberry Snow,4.66,2.95
731,Strawberry Yogurt Snow,5.94,3.04
732,Tangerine Snow,7.89,2.69
733,Two Flavor Snow,5.13,4.31
734,Vanilla Snow,3.54,3.68
735,Boba Milk Tea,6.39,4.61
736,Almond Milk Tea,7.53,2.18
737,Banana Milk Tea,3.08,3.21
738,Barley Chocolate Milk Tea,7.03,4.52
739,Barley Milk Tea,7.77,3.41
740,Cappuccino,3.74,3.91
741,Chocolate Milk Tea,4.51,2.92
742,Coconut Milk Tea,5.89,4.33
743,Coffee Jelly with Milk Tea,7.94,3.3
744,Coffee Milk Tea,6.98,3.3
745,Ginger Milk Tea,3.93,3.62
746,Honey Milk Green Tea,8.0,3.72
747,Honey Milk Tea,3.82,4.71
748,Honeydew Milk Tea,5.95,2.48
749,Iced Coffee,6.47,4.52
750,Jasmine Milk Tea,5.08,3.48
751,Lavender Milk Tea,3.39,2.86
752,Lychee Jelly Milk Tea,7.99,3.26
753,Mocha Cappuccino,4.55,3.35
754,Pudding Milk Tea,5.63,4.66
755,Sesame Milk Tea,5.52,4.55
756,Strawberry Milk Tea,6.77,2.67
757,Taro Milk Tea,6.79,4.0
758,Thai Iced Tea,5.08,2.6
759,Japanese Genmai Green Tea,6.27,3.42
760,Blueberry Slush,7.41,3.07
761,Cappuccino Slush,7.35,2.53
762,Chocolate Slush,3.59,3.47
763,Coffee Slush,3.87,2.86
764,Dark Plum Slush,3.14,2.35
765,Green Apple Slush,7.13,4.42
766,Green Bean Milk Slush,5.37,4.07
767,Green Bean Slush,3.17,3.37
768,Green Mango Slush,7.86,4.48
769,Honey Green Milk Tea Slush,5.7,4.67
770,Honey Milk Tea Slush,6.16,4.4
771,Honeydew Slush,4.71,3.64
772,Kiwi Slush,5.9,4.34
773,Lemon Slush,6.51,2.39
774,Lychee Slush,6.2,4.81
775,Mango Slush,3.1,3.08
776,Mint Chocolate Slush,6.65,2.2
777,Mocha Cappuccino Slush,7.25,3.91
778,Mo-cha Green Tea Slush,6.16,2.23
779,Orange Slush,4.52,4.48
780,Passion Fruit Slush,3.93,2.76
781,Peach Slush,4.0,2.1
782,Pina Colada Slush,7.25,4.49
783,Red Bean Milk Slush,5.16,2.28
784,Red Bean Slush,5.46,3.5
785,Royal Milk Tea Slush,5.44,2.29
786,Sour Plum Slush,5.54,2.25
787,Strawberry Slush,6.45,3.47
788,Taro Slush,7.75,4.99
789,Thai Iced Tea Slush,3.73,2.46
790,Two Flavor Slush,5.18,2.09
791,Yogurt Slush,5.6,2.1
792,Black Tea,7.19,4.62
793,Coconut Pineapple Tea,3.9,4.82
794,Coffee,5.91,4.02
795,Fruit Magic Tea,7.44,4.03
796,Ginger Longan Tea,7.24,3.56
797,Ginger Tea,3.82,4.91
798,Grass Jelly,6.81,2.96
799,Green Tea,6.88,4.3
800,Hawaiian Fruit Tea,7.55,3.57
801,Honey Green Milk Tea,4.45,2.01
802,Honey Lemon Tea,6.08,2.14
803,Jack Fruit Tea,7.77,4.93
804,Longan Tea,6.68,3.6
805,Magic Fruit Tea,6.36,2.28
806,Rose Herbal Tea,4.51,3.39
807,Almond Snow,3.77,2.41
808,Apple Snow,5.04,3.76
809,Banana Snow,5.41,2.03
810,Champagne Grape Snow,4.09,2.14
811,Chocolate Snow,5.32,2.37
812,Grape Snow,7.58,4.29
813,Green Apple Snow,3.22,2.54
814,Lemon Snow,5.29,2.72
815,Mango Snow,3.58,3.81
816,Orange Snow,7.56,4.99
817,Passion Fruit Snow,5.93,2.34
818,Peach Snow,3.57,2.77
819,Peppermint Snow,3.35,3.56
820,Plum Snow,5.15,2.09
821,Sour Plum Snow,4.49,3.22
822,Strawberry Snow,3.73,2.12
823,Strawberry Yogurt Snow,5.65,4.36
824,Tangerine Snow,3.66,3.56
825,Two Flavor Snow,3.25,2.88
826,Vanilla Snow,4.58,4.46
827,Boba Milk Tea,6.68,2.5
828,Almond Milk Tea,5.02,3.14
829,Banana Milk Tea,7.92,4.61
830,Barley Chocolate Milk Tea,6.4,3.0
831,Barley Milk Tea,6.44,4.39
832,Cappuccino,3.44,3.16
833,Chocolate Milk Tea,4.66,2.93
834,Coconut Milk Tea,5.82,3.86
835,Coffee Jelly with Milk Tea,7.12,4.72
836,Coffee Milk Tea,7.49,2.39
837,Ginger Milk Tea,3.53,4.9
838,Honey Milk Green Tea,3.55,2.8
839,Honey Milk Tea,6.41,3.36
840,Honeydew Milk Tea,4.26,4.21
841,Iced Coffee,5.22,2.01
842,Jasmine Milk Tea,8.0,2.66
843,Lavender Milk Tea,7.9,4.04
844,Lychee Jelly Milk Tea,6.29,2.88
845,Mocha Cappuccino,6.48,2.61
846,Pudding Milk Tea,5.58,3.37
847,Sesame Milk Tea,7.86,2.61
848,Strawberry Milk Tea,5.94,3.26
849,Taro Milk Tea,6.01,3.4
850,Thai Iced Tea,4.55,2.43
851,Japanese Genmai Green Tea,5.28,4.86
852,Blueberry Slush,4.65,2.14
853,Cappuccino Slush,7.77,4.8
854,Chocolate Slush,6.51,2.05
855,Coffee Slush,6.24,3.61
856,Dark Plum Slush,5.21,2.71
857,Green Apple Slush,4.12,4.72
858,Green Bean Milk Slush,7.5,4.98
859,Green Bean Slush,5.2,2.0
860,Green Mango Slush,7.22,2.03
861,Honey Green Milk Tea Slush,5.96,2.54
862,Honey Milk Tea Slush,7.93,4.98
863,Honeydew Slush,3.48,3.12
864,Kiwi Slush,4.29,4.27
865,Lemon Slush,7.46,3.06
866,Lychee Slush,7.98,3.93
867,Mango Slush,3.97,2.77
868,Mint Chocolate Slush,7.31,3.63
869,Mocha Cappuccino Slush,6.47,3.24
870,Mo-cha Green Tea Slush,7.13,4.79
871,Orange Slush,4.09,4.03
872,Passion Fruit Slush,3.03,2.23
873,Peach Slush,5.61,2.52
874,Pina Colada Slush,3.03,2.95
875,Red Bean Milk Slush,6.47,4.62
876,Red Bean Slush,3.92,3.76
877,Royal Milk Tea Slush,6.77,4.26
878,Sour Plum Slush,3.48,3.23
879,Strawberry Slush,4.55,3.89
880,Taro Slush,7.09,2.24
881,Thai Iced Tea Slush,7.84,2.8
882,Two Flavor Slush,4.72,2.79
883,Yogurt Slush,5.39,2.84
884,Black Tea,6.47,2.51
885,Coconut Pineapple Tea,7.6,2.73
886,Coffee,7.73,2.32
887,Fruit Magic Tea,5.82,2.48
888,Ginger Longan Tea,7.69,3.14
889,Ginger Tea,3.98,2.56
890,Grass Jelly,4.8,3.36
891,Green Tea,7.27,3.62
892,Hawaiian Fruit Tea,4.38,4.77
893,Honey Green Milk Tea,5.45,4.4
894,Honey Lemon Tea,7.66,2.12
895,Jack Fruit Tea,4.29,4.15
896,Longan Tea,6.07,4.52
897,Magic Fruit Tea,7.84,2.97
898,Rose Herbal Tea,7.05,2.25
899,Almond Snow,3.64,3.38
900,Apple Snow,5.92,4.07
901,Banana Snow,5.6,4.57
902,Champagne Grape Snow,4.6,4.0
903,Chocolate Snow,7.08,2.88
904,Grape Snow,7.85,4.65
905,Green Apple Snow,6.29,2.58
906,Lemon Snow,6.79,4.46
907,Mango Snow,5.96,3.02
908,Orange Snow,4.75,4.97
909,Passion Fruit Snow,5.26,3.03
910,Peach Snow,4.75,3.82
911,Peppermint Snow,4.94,3.47
912,Plum Snow,3.22,3.68
913,Sour Plum Snow,7.76,3.65
914,Strawberry Snow,5.12,3.05
915,Strawberry Yogurt Snow,5.96,2.95
916,Tangerine Snow,6.74,2.82
917,Two Flavor Snow,5.47,3.92
918,Vanilla Snow,6.69,4.88
919,Boba Milk Tea,4.29,4.24
920,Almond Milk Tea,4.88,2.12
921,Banana Milk Tea,3.59,3.03
922,Barley Chocolate Milk Tea,4.49,4.52
923,Barley Milk Tea,3.56,3.97
924,Cappuccino,3.94,4.57
925,Chocolate Milk Tea,5.76,3.72
926,Coconut Milk Tea,4.39,2.04
927,Coffee Jelly with Milk Tea,4.24,2.23
928,Coffee Milk Tea,4.22,2.57
929,Ginger Milk Tea,4.65,2.94
930,Honey Milk Green Tea,4.25,2.51
931,Honey Milk Tea,5.33,4.01
932,Honeydew Milk Tea,5.76,3.01
933,Iced Coffee,4.47,2.78
934,Jasmine Milk Tea,5.57,2.92
935,Lavender Milk Tea,6.87,3.78
936,Lychee Jelly Milk Tea,5.93,3.94
937,Mocha Cappuccino,4.15,2.57
938,Pudding Milk Tea,7.14,4.79
939,Sesame Milk Tea,7.61,2.85
940,Strawberry Milk Tea,6.53,4.77
941,Taro Milk Tea,4.76,4.61
942,Thai Iced Tea,7.93,3.23
943,Japanese Genmai Green Tea,7.92,2.01
944,Blueberry Slush,4.03,3.72
945,Cappuccino Slush,7.08,4.89
946,Chocolate Slush,7.71,4.01
947,Coffee Slush,7.23,4.54
948,Dark Plum Slush,5.13,3.29
949,Green Apple Slush,6.23,2.6
950,Green Bean Milk Slush,6.3,3.48
951,Green Bean Slush,5.21,2.97
952,Green Mango Slush,4.67,2.26
953,Honey Green Milk Tea Slush,5.02,2.73
954,Honey Milk Tea Slush,4.99,4.35
955,Honeydew Slush,4.44,4.47
956,Kiwi Slush,5.59,4.85
957,Lemon Slush,3.71,4.03
958,Lychee Slush,5.62,2.61
959,Mango Slush,6.11,2.83
960,Mint Chocolate Slush,4.04,4.15
961,Mocha Cappuccino Slush,3.67,2.05
962,Mo-cha Green Tea Slush,5.08,2.06
963,Orange Slush,6.71,3.06
964,Passion Fruit Slush,7.35,3.5
965,Peach Slush,4.58,2.08
966,Pina Colada Slush,7.13,4.09
967,Red Bean Milk Slush,3.13,2.21
968,Red Bean Slush,4.92,4.19
969,Royal Milk Tea Slush,6.79,2.88
970,Sour Plum Slush,7.23,2.35
971,Strawberry Slush,6.92,3.79
972,Taro Slush,5.61,4.73
973,Thai Iced Tea Slush,5.58,3.1
974,Two Flavor Slush,5.95,3.53
975,Yogurt Slush,6.29,4.12
976,Black Tea,7.17,2.5
977,Coconut Pineapple Tea,5.23,4.16
978,Coffee,4.83,3.32
979,Fruit Magic Tea,7.25,3.16
980,Ginger Longan Tea,5.43,2.86
981,Ginger Tea,4.38,4.76
982,Grass Jelly,6.15,3.98
983,Green Tea,5.3,4.43
984,Hawaiian Fruit Tea,3.28,2.76
985,Honey Green Milk Tea,7.67,3.18
986,Honey Lemon Tea,6.08,4.81
987,Jack Fruit Tea,6.46,4.9
988,Longan Tea,5.07,2.43
989,Magic Fruit Tea,3.77,3.98
990,Rose Herbal Tea,7.44,4.35
991,Almond Snow,6.3,3.59
992,Apple Snow,3.52,4.79
993,Banana Snow,6.83,4.8
994,Champagne Grape Snow,5.83,2.97
995,Chocolate Snow,4.95,2.37
996,Grape Snow,5.82,3.6
997,Green Apple Snow,5.7,3.08
998,Lemon Snow,6.62,4.7
999,Mango Snow,4.98,2.37
1000,Orange Snow,7.94,3.31
1001,Passion Fruit Snow,3.99,3.2
1002,Peach Snow,5.54,3.97
1003,Peppermint Snow,3.77,2.02
1004,Plum Snow,7.59,2.33
1005,Sour Plum Snow,7.5,2.87
1006,Strawberry Snow,7.39,3.04
1007,Strawberry Yogurt Snow,7.48,2.67
1008,Tangerine Snow,5.66,3.45
1009,Two Flavor Snow,3.16,3.97
1010,Vanilla Snow,4.76,3.15
1011,Boba Milk Tea,3.71,3.49
1012,Almond Milk Tea,4.35,3.95
1013,Banana Milk Tea,7.97,3.62
1014,Barley Chocolate Milk Tea,3.3,3.51
1015,Barley Milk Tea,3.7,3.0
1016,Cappuccino,4.43,2.07
1017,Chocolate Milk Tea,6.9,4.42
1018,Coconut Milk Tea,7.09,3.62
1019,Coffee Jelly with Milk Tea,4.0,2.67
1020,Coffee Milk Tea,7.09,4.06
1021,Ginger Milk Tea,5.75,3.79
1022,Honey Milk Green Tea,5.64,4.17
1023,Honey Milk Tea,6.61,2.3
1024,Honeydew Milk Tea,7.23,4.99
1025,Iced Coffee,5.06,4.95
1026,Jasmine Milk Tea,4.34,3.11
1027,Lavender Milk Tea,5.74,2.96
1028,Lychee Jelly Milk Tea,5.89,4.73
1029,Mocha Cappuccino,5.25,2.01
1030,Pudding Milk Tea,4.01,4.97
1031,Sesame Milk Tea,7.22,3.77
1032,Strawberry Milk Tea,4.85,3.41
1033,Taro Milk Tea,6.59,2.58
1034,Thai Iced Tea,6.73,2.55
1035,Japanese Genmai Green Tea,7.24,4.68
1036,Blueberry Slush,6.11,2.56
1037,Cappuccino Slush,5.87,2.76
1038,Chocolate Slush,7.89,2.71
1039,Coffee Slush,4.29,3.18
1040,Dark Plum Slush,5.84,3.12
1041,Green Apple Slush,6.17,2.34
1042,Green Bean Milk Slush,4.77,3.91
1043,Green Bean Slush,5.64,4.21
1044,Green Mango Slush,4.37,2.77
1045,Honey Green Milk Tea Slush,4.91,2.53
1046,Honey Milk Tea Slush,5.45,3.51
1047,Honeydew Slush,4.16,4.44
1048,Kiwi Slush,5.95,2.15
1049,Lemon Slush,7.2,3.48
1050,Lychee Slush,3.82,3.56
1051,Mango Slush,7.37,4.6
1052,Mint Chocolate Slush,7.42,3.78
1053,Mocha Cappuccino Slush,6.5,4.56
1054,Mo-cha Green Tea Slush,6.0,3.71
1055,Orange Slush,5.61,4.8
1056,Passion Fruit Slush,3.33,4.57
1057,Peach Slush,4.63,2.9
1058,Pina Colada Slush,6.65,2.34
1059,Red Bean Milk Slush,6.62,2.34
1060,Red Bean Slush,7.23,3.63
1061,Royal Milk Tea Slush,3.94,3.01
1062,Sour Plum Slush,7.48,2.7
1063,Strawberry Slush,5.4,2.12
1064,Taro Slush,6.43,4.99
1065,Thai Iced Tea Slush,6.01,4.43
1066,Two Flavor Slush,3.78,4.56
1067,Yogurt Slush,5.19,4.69
1068,Black Tea,5.39,4.85
1069,Coconut Pineapple Tea,6.06,3.33
1070,Coffee,7.04,3.74
1071,Fruit Magic Tea,4.83,3.84
1072,Ginger Longan Tea,6.33,4.57
1073,Ginger Tea,6.94,4.81
1074,Grass Jelly,5.59,3.6
1075,Green Tea,5.58,2.39
1076,Hawaiian Fruit Tea,5.79,3.24
1077,Honey Green Milk Tea,5.99,3.73
1078,Honey Lemon Tea,4.98,3.82
1079,Jack Fruit Tea,6.93,4.21
1080,Longan Tea,7.87,3.57
1081,Magic Fruit Tea,7.96,4.24
1082,Rose Herbal Tea,4.69,4.91
1083,Almond Snow,5.64,4.95
1084,Apple Snow,6.1,2.39
1085,Banana Snow,7.82,4.7
1086,Champagne Grape Snow,5.24,4.59
1087,Chocolate Snow,4.34,3.8
1088,Grape Snow,4.33,2.48
1089,Green Apple Snow,7.57,3.54
1090,Lemon Snow,5.71,2.05
1091,Mango Snow,5.15,2.49
1092,Orange Snow,6.53,4.92
1093,Passion Fruit Snow,5.52,4.67
1094,Peach Snow,6.3,2.34
1095,Peppermint Snow,6.84,2.56
1096,Plum Snow,6.2,4.59
1097,Sour Plum Snow,3.11,4.65
1098,Strawberry Snow,5.35,4.3
1099,Strawberry Yogurt Snow,3.84,2.28
1100,Tangerine Snow,7.67,3.01
1101,Two Flavor Snow,3.57,4.18
1102,Vanilla Snow,7.69,3.24
1103,Boba Milk Tea,4.34,4.84
1104,Almond Milk Tea,7.1,3.65
1105,Banana Milk Tea,7.85,4.67
1106,Barley Chocolate Milk Tea,3.07,4.84
1107,Barley Milk Tea,5.09,2.7
1108,Cappuccino,3.81,2.05
1109,Chocolate Milk Tea,7.01,4.34
1110,Coconut Milk Tea,5.91,4.93
1111,Coffee Jelly with Milk Tea,5.54,4.78
1112,Coffee Milk Tea,6.38,4.03
1113,Ginger Milk Tea,3.75,4.58
1114,Honey Milk Green Tea,6.3,4.88
1115,Honey Milk Tea,3.2,3.37
1116,Honeydew Milk Tea,3.72,4.63
1117,Iced Coffee,5.1,4.41
1118,Jasmine Milk Tea,6.28,4.15
1119,Lavender Milk Tea,4.52,2.03
1120,Lychee Jelly Milk Tea,6.6,4.68
1121,Mocha Cappuccino,3.92,3.85
1122,Pudding Milk Tea,5.96,4.94
1123,Sesame Milk Tea,7.12,3.6
1124,Strawberry Milk Tea,4.13,2.14
1125,Taro Milk Tea,6.66,2.72
1126,Thai Iced Tea,3.31,4.31
1127,Japanese Genmai Green Tea,6.43,3.72
1128,Blueberry Slush,6.33,2.61
1129,Cappuccino Slush,3.86,4.78
1130,Chocolate Slush,6.23,2.61
1131,Coffee Slush,4.06,3.81
1132,Dark Plum Slush,5.88,2.68
1133,Green Apple Slush,5.01,2.01
1134,Green Bean Milk Slush,3.86,3.23
1135,Green Bean Slush,6.97,2.86
1136,Green Mango Slush,3.02,4.76
1137,Honey Green Milk Tea Slush,5.27,3.81
1138,Honey Milk Tea Slush,4.46,4.75
1139,Honeydew Slush,7.18,2.19
1140,Kiwi Slush,6.01,4.58
1141,Lemon Slush,6.75,2.44
1142,Lychee Slush,5.14,4.41
1143,Mango Slush,6.1,3.95
1144,Mint Chocolate Slush,4.55,2.45
1145,Mocha Cappuccino Slush,7.03,3.01
1146,Mo-cha Green Tea Slush,3.37,3.02
1147,Orange Slush,6.16,3.79
1148,Passion Fruit Slush,7.78,2.97
1149,Peach Slush,7.67,4.18
1150,Pina Colada Slush,6.63,4.0
1151,Red Bean Milk Slush,5.56,4.38
1152,Red Bean Slush,3.06,3.83
1153,Royal Milk Tea Slush,5.45,3.12
1154,Sour Plum Slush,7.37,2.12
1155,Strawberry Slush,4.99,3.8
1156,Taro Slush,6.89,4.67
1157,Thai Iced Tea Slush,4.53,2.53
1158,Two Flavor Slush,5.26,3.34
1159,Yogurt Slush,6.4,3.5
1160,Black Tea,7.73,3.0
1161,Coconut Pineapple Tea,3.43,3.02
1162,Coffee,7.25,4.25
1163,Fruit Magic Tea,4.78,4.53
1164,Ginger Longan Tea,7.91,4.06
1165,Ginger Tea,7.97,3.53
1166,Grass Jelly,3.65,4.26
1167,Green Tea,4.66,4.14
1168,Hawaiian Fruit Tea,4.41,2.94
1169,Honey Green Milk Tea,6.29,3.57
1170,Honey Lemon Tea,7.39,3.64
1171,Jack Fruit Tea,6.84,4.61
1172,Longan Tea,5.73,2.29
1173,Magic Fruit Tea,4.29,2.81
1174,Rose Herbal Tea,3.2,2.56
1175,Almond Snow,4.28,3.19
1176,Apple Snow,3.59,3.54
1177,Banana Snow,7.01,2.82
1178,Champagne Grape Snow,5.27,3.04
1179,Chocolate Snow,6.59,3.53
1180,Grape Snow,6.92,2.98
1181,Green Apple Snow,6.47,2.16
1182,Lemon Snow,5.55,3.66
1183,Mango Snow,5.46,4.37
1184,Orange Snow,7.04,3.99
1185,Passion Fruit Snow,7.11,2.15
1186,Peach Snow,3.75,3.97
1187,Peppermint Snow,5.36,4.17
1188,Plum Snow,3.4,2.89
1189,Sour Plum Snow,4.36,4.1
1190,Strawberry Snow,3.6,2.96
1191,Strawberry Yogurt Snow,3.28,4.53
1192,Tangerine Snow,4.07,3.88
1193,Two Flavor Snow,5.6,2.62
1194,Vanilla Snow,3.46,3.24
1195,Boba Milk Tea,6.42,2.21
1196,Almond Milk Tea,5.3,2.45
1197,Banana Milk Tea,5.82,4.96
1198,Barley Chocolate Milk Tea,5.86,4.18
1199,Barley Milk Tea,4.9,4.79
1200,Cappuccino,3.83,2.4
1201,Chocolate Milk Tea,3.59,3.35
1202,Coconut Milk Tea,4.13,4.12
1203,Coffee Jelly with Milk Tea,3.54,2.62
1204,Coffee Milk Tea,4.92,4.12
1205,Ginger Milk Tea,4.94,2.09
1206,Honey Milk Green Tea,4.93,3.25
1207,Honey Milk Tea,6.48,3.31
1208,Honeydew Milk Tea,4.0,4.9
1209,Iced Coffee,5.62,3.59
1210,Jasmine Milk Tea,4.45,4.51
1211,Lavender Milk Tea,3.33,3.8
1212,Lychee Jelly Milk Tea,6.2,4.15
1213,Mocha Cappuccino,4.95,3.72
1214,Pudding Milk Tea,4.96,4.5
1215,Sesame Milk Tea,7.23,2.51
1216,Strawberry Milk Tea,3.27,2.94
1217,Taro Milk Tea,5.5,2.24
1218,Thai Iced Tea,3.13,4.8
1219,Japanese Genmai Green Tea,6.41,4.19
1220,Blueberry Slush,3.09,4.13
1221,Cappuccino Slush,3.91,3.64
1222,Chocolate Slush,3.03,3.49
1223,Coffee Slush,3.46,3.55
1224,Dark Plum Slush,4.7,2.76
1225,Green Apple Slush,6.71,4.6
1226,Green Bean Milk Slush,5.29,3.42
1227,Green Bean Slush,5.91,3.3
1228,Green Mango Slush,5.21,3.68
1229,Honey Green Milk Tea Slush,4.96,2.47
1230,Honey Milk Tea Slush,3.15,2.77
1231,Honeydew Slush,5.32,3.4
1232,Kiwi Slush,5.8,3.71
1233,Lemon Slush,4.89,4.0
1234,Lychee Slush,7.63,3.58
1235,Mango Slush,5.55,3.96
1236,Mint Chocolate Slush,3.71,4.83
1237,Mocha Cappuccino Slush,3.7,3.88
1238,Mo-cha Green Tea Slush,4.25,3.4
1239,Orange Slush,4.24,2.35
1240,Passion Fruit Slush,5.85,4.49
1241,Peach Slush,3.83,3.31
1242,Pina Colada Slush,4.27,2.31
1243,Red Bean Milk Slush,7.87,2.05
1244,Red Bean Slush,4.16,3.19
1245,Royal Milk Tea Slush,6.0,2.68
1246,Sour Plum Slush,3.88,2.31
1247,Strawberry Slush,6.34,3.68
1248,Taro Slush,7.97,3.78
1249,Thai Iced Tea Slush,3.94,2.63
1250,Two Flavor Slush,7.68,2.59
1251,Yogurt Slush,6.86,2.87
1252,Black Tea,3.72,2.24
1253,Coconut Pineapple Tea,7.85,3.97
1254,Coffee,4.21,4.68
1255,Fruit Magic Tea,7.06,3.95
1256,Ginger Longan Tea,7.01,2.88
1257,Ginger Tea,3.54,4.71
1258,Grass Jelly,4.72,3.6
1259,Green Tea,4.36,2.39
1260,Hawaiian Fruit Tea,6.52,3.29
1261,Honey Green Milk Tea,7.17,4.16
1262,Honey Lemon Tea,3.01,3.53
1263,Jack Fruit Tea,7.89,3.43
1264,Longan Tea,4.99,3.95
1265,Magic Fruit Tea,7.41,3.81
1266,Rose Herbal Tea,7.66,4.25
1267,Almond Snow,6.92,4.07
1268,Apple Snow,4.32,2.05
1269,Banana Snow,5.99,2.61
1270,Champagne Grape Snow,5.53,4.47
1271,Chocolate Snow,7.16,2.98
1272,Grape Snow,6.59,2.87
1273,Green Apple Snow,5.43,4.3
1274,Lemon Snow,7.04,3.89
1275,Mango Snow,7.55,3.05
1276,Orange Snow,3.58,2.43
1277,Passion Fruit Snow,4.59,2.69
1278,Peach Snow,4.44,3.14
1279,Peppermint Snow,4.46,4.88
1280,Plum Snow,4.89,2.11
1281,Sour Plum Snow,7.31,3.79
1282,Strawberry Snow,4.75,3.61
1283,Strawberry Yogurt Snow,5.64,2.17
1284,Tangerine Snow,5.23,3.34
1285,Two Flavor Snow,4.96,4.08
1286,Vanilla Snow,7.8,3.84
1287,Boba Milk Tea,4.4,4.74
1288,Almond Milk Tea,6.29,3.47
1289,Banana Milk Tea,7.42,3.17
1290,Barley Chocolate Milk Tea,7.9,3.74
1291,Barley Milk Tea,4.81,3.31
1292,Cappuccino,6.19,2.12
1293,Chocolate Milk Tea,5.39,2.7
1294,Coconut Milk Tea,3.3,2.08
1295,Coffee Jelly with Milk Tea,4.1,4.01
1296,Coffee Milk Tea,6.53,4.38
1297,Ginger Milk Tea,7.44,3.36
1298,Honey Milk Green Tea,3.9,4.96
1299,Honey Milk Tea,7.22,4.55
1300,Honeydew Milk Tea,6.07,2.66
1301,Iced Coffee,7.82,3.09
1302,Jasmine Milk Tea,3.41,2.21
1303,Lavender Milk Tea,5.5,3.77
1304,Lychee Jelly Milk Tea,3.01,3.15
1305,Mocha Cappuccino,6.08,3.86
1306,Pudding Milk Tea,5.26,3.39
1307,Sesame Milk Tea,4.32,4.11
1308,Strawberry Milk Tea,7.62,2.13
1309,Taro Milk Tea,7.42,4.13
1310,Thai Iced Tea,5.14,2.18
1311,Japanese Genmai Green Tea,6.68,4.53
1312,Blueberry Slush,7.73,3.75
1313,Cappuccino Slush,7.04,3.74
1314,Chocolate Slush,6.14,4.16
1315,Coffee Slush,7.33,3.54
1316,Dark Plum Slush,3.27,4.9
1317,Green Apple Slush,5.15,2.47
1318,Green Bean Milk Slush,4.2,2.5
1319,Green Bean Slush,4.25,3.31
1320,Green Mango Slush,6.0,2.23
1321,Honey Green Milk Tea Slush,6.73,4.98
1322,Honey Milk Tea Slush,7.18,3.45
1323,Honeydew Slush,6.9,3.97
1324,Kiwi Slush,4.14,3.71
1325,Lemon Slush,5.17,4.5
1326,Lychee Slush,6.28,3.74
1327,Mango Slush,7.79,4.67
1328,Mint Chocolate Slush,7.87,2.44
1329,Mocha Cappuccino Slush,3.21,5.0
1330,Mo-cha Green Tea Slush,3.73,2.79
1331,Orange Slush,5.65,4.17
1332,Passion Fruit Slush,7.93,2.07
1333,Peach Slush,3.48,2.72
1334,Pina Colada Slush,4.68,2.11
1335,Red Bean Milk Slush,6.15,3.85
1336,Red Bean Slush,4.18,3.55
1337,Royal Milk Tea Slush,5.69,3.94
1338,Sour Plum Slush,4.13,2.98
1339,Strawberry Slush,5.66,4.97
1340,Taro Slush,5.39,2.99
1341,Thai Iced Tea Slush,6.3,4.91
1342,Two Flavor Slush,4.04,2.56
1343,Yogurt Slush,4.13,2.82
1344,Black Tea,4.69,3.05
1345,Coconut Pineapple Tea,4.08,3.9
1346,Coffee,6.7,2.9
1347,Fruit Magic Tea,7.57,2.06
1348,Ginger Longan Tea,3.09,2.88
1349,Ginger Tea,5.96,4.29
1350,Grass Jelly,4.58,3.91
1351,Green Tea,4.21,3.16
1352,Hawaiian Fruit Tea,4.99,4.37
1353,Honey Green Milk Tea,3.61,4.81
1354,Honey Lemon Tea,3.79,4.39
1355,Jack Fruit Tea,6.14,2.37
1356,Longan Tea,5.52,2.5
1357,Magic Fruit Tea,3.91,4.71
1358,Rose Herbal Tea,4.42,2.09
1359,Almond Snow,7.27,2.67
1360,Apple Snow,4.36,3.24
1361,Banana Snow,4.45,2.53
1362,Champagne Grape Snow,3.87,3.13
1363,Chocolate Snow,6.39,4.35
1364,Grape Snow,7.09,2.16
1365,Green Apple Snow,6.52,2.07
1366,Lemon Snow,5.75,2.43
1367,Mango Snow,5.07,4.74
1368,Orange Snow,5.83,3.38
1369,Passion Fruit Snow,7.78,3.66
1370,Peach Snow,5.16,4.38
1371,Peppermint Snow,5.57,3.35
1372,Plum Snow,4.95,2.03
1373,Sour Plum Snow,6.66,4.01
1374,Strawberry Snow,7.3,4.95
1375,Strawberry Yogurt Snow,4.55,4.31
1376,Tangerine Snow,7.12,4.23
1377,Two Flavor Snow,3.38,3.99
