store_id,ingredient_id,quantity
i-tea-moraga-3,5154,30
panache-caffe-lafayette,10913,124
coco-swirl-pleasant-hill,72319,84
surf-city-squeeze-concord,62560,83
hello-pho-concord,28094,25
harvest-house-concord,65317,118
i-love-teriyaki-and-sushi-concord-2,19056,39
cornology-walnut-creek-3,33661,109
saigon-bistro-concord,9306,58
99-ranch-market-concord-2,67598,148
double-rainbow-cafe-benicia,52978,85
blue-saigon-pittsburg,35565,38
jollibee-concord,65124,144
pho-huynh-hiep-5-kevins-noodle-house-concord,81229,108
pho-lee-hoa-phat-pleasant-hill,56256,94
pho-huynh-hiep-6-kevins-noodle-house-walnut-creek,24361,90
smitten-ice-cream-lafayette,71352,8
aung-maylika-benicia-4,76492,6
izzyas-frozen-custard-lafayette-2,93874,141
yogurtland-pleasant-hill,95995,36
golden-bakery-pittsburg,59267,91
tutti-frutti-montclair-oakland,88816,131
tangelo-frozen-yogurt-moraga,13893,150
surf-city-squeeze-antioch,40482,101
lv-vietnamese-pho-and-sandwiches-vallejo,70496,36
korea-house-concord,97769,134
yo-sushi-martinez,37107,38
lulus-kitchen-concord,51262,32
pho-hoa-an-pleasant-hill,49310,119
saigon-bistro-restaurant-pittsburg,54568,11
pho-lee-hoa-phat-pittsburg-5,5904,120
viet-nam-noodle-house-antioch-4,74425,41
little-hearty-noodle-moraga-2,23676,59
bubble-loca-richmond,17364,58
ten-ren-tea-co-richmond,7877,74
tala-coffee-and-tea-el-cerrito-2,84667,49
sharetea-san-rafael-3,31063,36
tpartea-boba-drinks-and-banh-mi-san-rafael-3,9408,34
sunny-day-sweet-house-richmond,99612,44
aloha-pure-water-shaved-ice-san-pablo,20787,69
world-wrapps-corte-madera-7,97786,76
quickly-el-cerrito,9608,14
tay-tah-cafe-albany,36201,36
sweetheart-cafe-berkeley,46711,72
teaone-berkeley-berkeley,24934,70
quickly-kobe-bento-richmond-2,9237,114
quickly-san-rafael,36225,139
sivans-cafe-hayward,35765,93
honey-bear-smoothie-tea-and-dessert-hayward,84332,88
sharetea-san-ramon,65431,92
t4-castro-valley,20857,132
quickly-hayward,80112,125
8-twelve-oriental-market-san-leandro,28298,120
polaris-ice-cream-rolls-hayward,68053,3
milkcow-castro-valley,33313,40
satori-tea-company-saratoga,49156,89
creative-sips-san-jose,96518,116
saratoga-bagels-saratoga,93212,71
snowflake-san-jose,41772,126
steepers-campbell,52162,50
yodo-yogurt-campbell,98873,82
caffé-central-santa-clara,8355,147
bar-code-santa-clara,53293,83
jovie-coffee-and-pho-campbell,48649,29
tous-les-jours-santa-clara,99969,96
menchies-frozen-yogurt-vallejo,16865,50
starbread-bakery-vallejo,81638,112
pho-1-vallejo,83846,130
sunshine-bakery-vallejo-3,15230,112
original-red-onion-vallejo-2,11964,29
yo-sushi-vallejo-2,69351,104
midori-japanese-cuisine-vallejo,52237,50
pho-lee-hoa-phat-vallejo-2,15850,118
pho-saigon-village-noodle-house-vallejo,79724,13
pho-lee-hoa-phat-2-vallejo-3,93645,130
chowking-vallejo,43146,30
tacos-jalisco-vallejo,71031,42
menchies-frozen-yogurt-belmont-2,76206,124
fashion-wok-foster-city,90496,26
pho-new-saigon-foster-city,59075,11
hongry-kong-belmont-2,63920,33
marina-food-san-mateo,36305,115
cooking-papa-restaurant-foster-city,82452,36
sheng-kee-bakery-san-mateo-2,67538,79
eat-on-monday-mountain-view-3,6089,7
pho-little-saigon-san-mateo,27789,122
myung-dong-tofu-cabin-san-mateo,99117,108
bagel-street-cafe-redwood-city,56662,48
east-14th-bakery-and-cafe-san-leandro-3,80644,43
tapioca-express-san-leandro,73361,141
quickly-san-leandro,98933,133
sweethoney-dessert-san-leandro-3,22974,135
hanoi-chicken-noodle-san-leandro,45715,30
loving-tea-san-leandro,32867,143
cafe-sorriso-san-leandro,66487,33
d-t-dim-sum-and-tea-san-leandro,51973,132
milk-and-cookie-bar-castro-valley-3,42316,146
sweet-dee-cupcakes-and-snow-ice-san-leandro,36235,60
quickly-san-lorenzo,64970,22
tapioca-express-alameda,42547,148
leisure-cafe-san-leandro-2,18097,40
quickly-castro-valley,93515,27
china-kitchen-express-san-leandro,57555,110
pho-an-hoa-san-leandro,36015,84
tuttimelon-alameda,54570,99
banh-mi-ba-le-oakland,10280,72
pokeatery-castro-valley,87816,106
hot-spot-alameda,6704,109
worlds-fare-donuts-hayward,52351,27
taqueria-los-pericos-san-leandro,27182,4
pho-anh-ha-san-leandro,89238,60
craw-station-san-leandro,48249,51
r-and-d-cafe-san-lorenzo,14347,51
munch-hayward,75053,101
foodnet-supermarket-san-leandro-2,73274,28
yo-bowl-hayward,61916,29
yogurt-hill-hayward-4,51331,30
alohana-hawaiian-grill-san-leandro,77268,26
99-tea-house-fremont-2,20683,19
one-tea-fremont-2,57217,20
royaltea-usa-fremont,71616,140
teco-tea-and-coffee-bar-fremont,79020,111
t-lab-fremont-3,57068,111
q-tea-monster-newark,25668,139
gong-cha-fremont,8857,112
happy-lemon-fremont-2,37581,107
factory-tea-bar-fremont-2,74176,146
super-cue-cafe-fremont,92635,110
milk-and-honey-cafe-fremont,78005,126
tea-island-fremont-2,91082,146
taro-taro-dessert-and-tea-house-fremont,53849,116
i-tea-fremont-2,85420,91
i-tea-newark,44283,134
sharetea-fremont-2,33136,23
urbain-tea-fremont,70000,144
mandro-teahouse-newark-3,84286,119
gong-cha-newark,48418,57
tea-six-fremont-2,98359,134
tata-teahouse-fremont-2,60679,12
tea-station-newark,14264,127
sno-crave-tea-house-fremont,79661,88
boba-queen-fremont,99271,125
t4-tea-fremont-2,11985,70
boba-fitt-drinks-union-city,56700,97
sweet-home-cafe-fremont-2,57963,56
tea-era-mountain-view-2,68723,115
teaspoon-los-altos,82684,149
t4-fremont-8,62009,121
my-delights-fremont,58714,63
t4-fremont-3,53418,17
sno-crave-teahouse-union-city,58231,93
sharetea-union-city-3,98072,91
tastea-san-jose-2,8846,46
i-tea-castro-valley,36675,62
caface-newark-2,26111,93
tea-villa-milpitas,61186,8
mr-green-bubble-union-city,66710,106
pop-tea-bar-palo-alto-2,55911,46
i-tea-milpitas,75481,150
joy-4-tea-union-city,7278,2
sweet-coco-fremont-3,9646,91
icy-blue-fremont,59724,3
teatop-milpitas,81651,66
ten-ren-tea-co-of-milpitas-milpitas,83722,12
fantasia-coffee-and-tea-milpitas-2,53510,9
tapioca-express-union-city-2,42971,126
gong-cha-palo-alto,14592,61
sharetea-san-leandro-3,10111,90
boba-guys-san-francisco-6,64932,94
boba-guys-san-francisco-4,71596,21
wonderful-dessert-and-cafe-san-francisco-2,53788,90
little-sweet-san-francisco-10,92822,93
teaspoon-san-francisco,94275,59
boba-guys-san-francisco-10,34499,24
i-tea-san-francisco-3,54292,107
boba-guys-san-francisco-7,86109,142
plentea-san-francisco-san-francisco,97252,49
steap-tea-bar-san-francisco-3,85723,6
purple-kow-san-francisco-2,63532,1
omg-tea-san-francisco,19908,54
asha-tea-house-san-francisco,57474,104
super-cue-cafe-san-francisco,15165,123
boba-guys-san-francisco-15,40639,47
infinitea-san-francisco,46172,53
steep-san-francisco-2,62778,125
mr-t-cafe-san-francisco,8836,24
tpumps-san-francisco,83941,104
tj-cups-san-francisco-5,47228,134
wondertea-san-francisco-4,30405,132
the-boba-shop-san-francisco-4,19816,77
steep-creamery-and-tea-san-francisco,41468,66
bubblecup-san-francisco-2,78162,24
sweet-a-little-san-francisco-12,55710,62
tea-hut-san-francisco-2,54691,126
i-tea-san-francisco-2,56874,39
tancca-san-francisco-3,93312,48
sharetea-san-francisco-3,30706,101
mi-tea-san-francisco,81670,68
bb-tea-station-san-francisco-3,34873,120
tea-fm-san-francisco-3,16457,100
keep-it-san-francisco-6,79623,113
mr-and-mrs-tea-house-san-francisco,44096,5
e-tea-san-francisco,44176,110
gosu-san-francisco,49551,11
homeplate-boba-san-francisco,46273,127
cuppa-san-francisco,40666,149
super-cue-cafe-san-francisco-2,43927,121
puppy-bobar-san-francisco,87819,69
cool-tea-bar-san-francisco-4,59076,99
little-heaven-deli-san-francisco,40680,27
5-sweets-san-francisco,88312,35
good-earth-cafe-san-francisco-2,86341,98
sweethut-san-francisco,56036,82
frostea-daly-city-2,8677,75
teaone-san-francisco-5,18309,121
fifty-fifty-coffee-and-tea-san-francisco,76257,68
honey-creme-and-tea-san-francisco,99913,129
bambu-san-francisco-3,50705,17
i-tea-oakland,62047,98
mr-green-bubble-oakland,92751,105
t-and-bowl-oakland,71041,142
u-cha-berkeley,66325,13
the-sweet-booth-oakland,53435,109
asha-tea-house-berkeley,65860,124
i-tea-alameda,16525,87
t4-oakland,14558,116
wing-man-oakland-3,11418,61
sharetea-berkeley,60665,141
happy-lemon-berkeley-berkeley,26324,84
milk-tea-lab-pleasant-hill,17260,132
boba-ninja-berkeley,73921,38
sharetea-alameda-4,55311,126
purple-kow-berkeley-2,88369,45
teaway-alameda,18697,75
i-tea-walnut-creek-3,42537,54
sweetheart-cafe-oakland,50741,72
gelato-firenze-and-qtea-bar-oakland,22649,100
tea-delight-alameda-2,43448,91
quickly-oakland-4,61748,40
i-tea-san-leandro-2,74287,24
50-tea-oakland,15045,120
tea-press-berkeley-2,61523,142
taiwan-bento-oakland-4,35594,60
u-tea-cafe-oakland,16730,15
t4-alameda-2,10286,38
teazzert-alameda,56216,123
qteabar-oakland,70700,59
the-burrow-brisbane-4,81911,127
sweet-belly-oakland,14155,93
sancha-bar-oakland-3,49553,41
alice-street-bakery-café-oakland-2,64465,118
t4-san-leandro,46638,10
quickly-oakland-5,30529,84
bubble-tea-share-time-berkeley,91953,81
shooting-star-cafe-oakland,42650,62
pekoe-san-jose,57685,65
tea-lyfe-drinks-san-jose-3,84833,128
teahee-san-jose,95078,2
boba-pub-san-jose,54153,120
teaspoon-san-jose-2,24131,28
passion-t-snacks-and-desserts-san-jose,14686,129
pop-up-tea-coffee-and-snacks-san-jose,99511,113
happy-lemon-san-jose-5,20971,7
boba-bar-san-jose-3,6105,42
sinceretea-san-jose-2,60303,57
bobateani-san-jose,97140,33
soyful-desserts-san-jose-2,23856,27
one-tea-san-jose-4,22174,109
i-tea-san-jose,64119,124
the-tea-zone-and-fruit-bar-san-jose,15891,60
createave-cafe-san-jose-4,28917,148
tleaf-teapresso-san-jose-3,38764,30
katea-san-jose,98909,7
teatop-san-jose-2,35956,139
bubbly-san-jose-4,11483,58
vampire-penguin-featuring-jastea-san-jose,50895,143
simply-boba-san-jose,51566,49
happy-lemon-cupertino,21890,82
amor-cafe-and-tea-san-jose,76597,122
shincha-tea-san-jose-3,62052,109
sharetea-santa-clara-3,74588,106
chatime-san-jose-san-jose-3,20168,93
pure-tea-bar-san-jose,72474,99
t-spot-boba-drinks-and-snacks-san-jose,88451,44
meow-tea-san-jose,36864,21
fantasia-coffee-and-tea-san-jose-4,74804,124
monster-boba-cupertino-3,80645,130
teasociety-san-jose,85687,113
bfresh-snacks-and-drinks-san-jose,13905,82
beibay-tea-san-jose,83517,83
gong-cha-san-jose-19,61355,31
sweet-gelato-tea-lounge-san-jose,64881,8
sharetea-san-jose-3,46202,117
gong-cha-san-jose-8,60902,66
soyful-desserts-san-jose-8,31835,8
oooh-san-jose-4,69946,32
the-tea-zone-lounge-san-jose,85218,115
the-moo-bar-santa-clara,26481,66
tapioca-express-san-jose-8,20790,79
purple-kow-san-jose-4,58701,81
heritage-eats-napa,10284,28
yobelle-napa-2,75889,57
morimoto-napa-napa,53642,52
napa-noodles-napa,37678,71
crave-cafe-and-catering-american-canyon,90778,121
quickly-american-canyon-3,42286,134
top-that-frozen-yogurt-sonoma,40426,32
over-the-top-shop-frozen-yogurt-american-canyon,35006,44
sushi-grill-vallejo,66039,150
palm-thai-bistro-fairfield,37808,123
green-bamboo-restaurant-fairfield,9717,38
thai-kitchen-american-canyon,53163,23
sactomofo-sacramento-6,54883,35
westea-pleasanton,15401,64
baotea-cafe-pleasanton-2,23448,10
i-tea-dublin-dublin,71148,100
aroma-tapioca-tea-and-coffee-pleasanton,38934,145
i-tea-pleasanton,24185,117
t4-dublin,90681,122
tea-factory-dublin-2,32554,29
icicles-pleasanton,87340,142
sharetea-dublin-3,86364,77
cafe-tapioca-dublin,82043,126
quickly-pleasanton,61514,16
letea-pleasanton-2,29939,79
tea-breeze-pleasanton,30202,144
360-crepes-pleasanton-3,33002,31
t4-san-ramon-2,61478,134
i-tea-san-ramon-3,9475,128
snowflake-dublin,78024,92
quickly-dublin,75074,115
cafe-taiwan-pleasanton-9,59383,63
cafe-junction-pleasanton-3,88055,77
o-honey-dublin,18031,52
the-mix-creamery-dublin-2,48474,143
tasty-pot-dublin,38675,73
ohana-hawaiian-bbq-of-pleasanton-pleasanton,50480,69
99-ranch-market-pleasanton,23697,27
menchies-frozen-yogurt-dublin,18970,1
blossom-bee-dublin,41938,47
berry-delight-pleasanton,63716,24
new-thai-bistro-pleasanton-2,36239,137
tutti-frutti-frozen-yogurt-dublin,67949,146
kee-wah-bakery-dublin,59880,84
blush-organic-frozen-yogurt-dublin,69885,147
koi-palace-dublin,15955,21
berry-and-berry-yogurt-livermore,37677,23
pho-saigon-city-pleasanton,81921,48
yogurtland-dublin,86601,105
lees-sandwiches-dublin-2,94491,73
osaka-ramen-dublin,68668,15
pho-99-dublin-5,93459,117
tandoori-pizza-dublin,23367,111
halu-shabu-shabu-dublin,28801,13
amakara-dublin,67852,103
pho-saigon-garden-dublin,64519,12
pho-saigon-noodle-house-san-ramon,8196,31
85-c-bakery-cafe-newark,22167,108
blackball-desserts-union-city-union-city,37843,145
tasty-pot-newark,84482,22
icicles-newark,79681,14
che-lo-union-city-2,56253,1
fusion-mix-frozen-yogurt-fremont-2,14948,106
crepe-bar-newark,51375,150
q-cup-fremont,51603,2
bambu-newark-2,33724,150
bambu-union-city-2,76860,132
storm-crepes-newark,53172,31
sweet-orchid-fremont,94659,127
jenjons-cafe-union-city,19912,52
k-pop-cafe-fremont,6200,93
milkcow-fremont-2,7715,93
boba-guys-san-carlos-2,74923,75
teaquation-redwood-city,41240,50
t4-hayward-3,22656,33
sweet-spot-castro-valley,59822,139
teaster-hayward-2,96548,12
sharetea-palo-alto-2,8193,78
chatime-redwood-city-2,43261,84
eko-coffee-bar-and-tea-house-hayward,92064,109
tea-era-cupertino,8432,142
fantasia-coffee-and-tea-cupertino,86219,93
tpumps-cupertino,9050,55
super-cue-cafe-cupertino,30107,144
happy-lemon-cupertino-5,79385,130
ten-ren-tea-cupertino,29803,10
meet-fresh-cupertino,80511,133
hechaa-cupertino-4,22786,83
calibear-cyber-cafe-sunnyvale-6,18774,47
happy-lemon-sunnyvale-2,54541,8
what8ver-express-cupertino-2,57630,125
gong-cha-sunnyvale,13940,8
cafe-lattea-cupertino,71378,23
t4-cupertino-cupertino,47762,5
sharetea-sunnyvale-3,76167,15
tea-chansii-cupertino,95496,150
verde-tea-house-cupertino-2,98491,33
bubble-tea-time-saratoga,98363,85
the-tea-zone-and-fruit-bar-mountain-view,35018,94
teaspoon-santa-clara-7,44587,101
beastea-santa-clara,35907,107
teaspoon-mountain-view,10230,132
tea-annie-mountain-view,92623,8
verde-tea-cafe-mountain-view,77904,83
teafans-sunnyvale,77899,102
85-c-bakery-cafe-san-jose-5,72951,80
matcha-love-san-jose-6,52332,127
bambu-sunnyvale-2,49642,56
icicles-cupertino,83521,44
sunnywich-cafe-sunnyvale,17512,15
ocha-tea-café-and-restaurant-mountain-view-2,62366,5
bubble-bay-tea-santa-clara,89701,94
jazen-tea-san-jose-4,79203,144
comebuy-tea-and-coffee-santa-clara,31638,115
music-tunnel-ktv-cafe-san-jose-2,94535,28
jazen-tea-santa-clara-3,75789,135
butterfly-santa-clara,89659,97
quickly-cupertino,78000,149
california-mochi-santa-clara-4,28892,69
t4-livermore-livermore-2,24336,138
orange-tea-livermore,42099,143
big-fat-straw-cafe-livermore-2,53380,61
donut-wheel-livermore,7572,134
t4-san-ramon-3,88981,132
saigon-cafe-livermore,8609,55
rice-paper-bistro-livermore,92955,8
menchies-frozen-yogurt-livermore,23913,37
la-farfalla-bakery-fremont,86569,26
ice3-creamery-fremont,20215,124
yogurt-shop-danville,27861,30
bean-scene-cafe-fremont-2,66722,141
yogurtland-san-ramon,37140,130
chilly-and-munch-mountain-view,71135,50
jazen-tea-mountain-view-3,84894,54
t4-palo-alto-2,31558,69
pearl-cafe-mountain-view,27656,88
tapioca-express-mountain-view,98574,101
teaspoon-palo-alto-7,9876,133
teaspoon-milpitas,53624,44
teasociety-milpitas,24644,133
t4-milpitas,74781,104
bcute-tea-drinks-and-finger-foods-milpitas-2,14291,10
poke-xpress-milpitas,50659,71
happy-lemon-milpitas-6,91712,11
yummi-tea-cafe-san-jose-3,80921,84
sno-crave-tea-house-milpitas,16403,109
sancha-bar-milpitas,97364,12
chick-and-tea-milpitas-4,77267,18
t4-san-jose,76691,146
queens-cafe-milpitas,72089,105
the-pennywort-san-jose-5,39880,118
bambu-san-jose-9,87703,30
black-pearl-san-jose-2,73525,122
happiness-cafe-san-jose,11977,92
85-c-bakery-cafe-milpitas-2,13523,39
simpletea-milpitas,14977,113
bambu-milpitas-7,21926,141
fantasia-coffee-and-tea-santa-clara,75154,88
shihlin-taiwan-street-snacks-milpitas,20216,120
quickly-milpitas-2,97236,119
honeyberry-san-jose-9,93350,73
aroma-coffee-and-snacks-milpitas,95178,55
teatime-redwood-city,92369,31
comebuy-drinks-redwood-city,91018,123
teaspoon-redwood-city,49516,87
davidstea-palo-alto-2,70603,14
pokélove-palo-alto,80524,78
bare-bowls-palo-alto,96861,103
tea-time-palo-alto,64635,77
chantal-guillon-macarons-and-teas-palo-alto-2,17069,126
happy-donuts-palo-alto,95905,52
quickly-sunnyvale-4,21805,57
fraiche-palo-alto-2,73945,32
quickly-redwood-city,85304,44
coupa-café-palo-alto-3,5357,109
cream-palo-alto-3,50420,30
ohana-express-redwood-city-2,90683,85
yogurtland-palo-alto,84390,147
coupa-café-lytton-palo-alto,40329,120
green-bakery-and-café-los-altos-11,32642,75
wild-berry-yogurt-menlo-park,94875,68
the-posh-bagel-los-altos,71197,1
paris-baguette-palo-alto,10864,15
taza-deli-and-cafe-redwood-city,32275,48
rojoz-gourmet-wraps-palo-alto-2,76634,51
froyola-redwood-city,60840,74
mr-green-bubble-sunnyvale,38075,121
coupa-cafe-green-library-stanford,63956,145
dohatsuten-palo-alto,17425,57
panda-express-mountain-view-2,44626,12
nekter-juice-bar-mountain-view,8363,39
green-leaf-asian-bistro-and-cafe-redwood-city-2,74864,107
koma-sushi-restaurant-menlo-park-3,42517,35
the-axe-and-palm-stanford,42225,103
cocohodo-sunnyvale-2,57875,121
hotpot-first-sunnyvale,61042,51
bean-scene-sunnyvale,86392,55
sharetea-santa-clara-7,31219,30
jazen-tea-santa-clara-santa-clara,12420,54
honeyberry-santa-clara,44593,86
world-wrapps-2-0-santa-clara,27601,132
youji-fresh-rolls-wine-and-tea-santa-clara,6672,2
frozos-frozen-yogurt-santa-clara,93938,1
cool-tea-bar-south-san-francisco-4,15400,17
tiger-tea-and-juice-burlingame-3,83939,68
aqua-club-dessert-and-beverage-san-bruno,9587,12
bobabia-san-mateo,10545,5
happy-lemon-burlingame-4,98261,143
eggettes-south-san-francisco,39838,4
tpumps-burlingame,40122,8
teaspoon-san-mateo,9591,26
cha-express-san-mateo,30284,125
search-tea-millbrae-5,17446,18
tea-world-pacifica,87462,45
t4-millbrae-10,79544,61
i-tea-burlingame-2,96228,101
boba-dude-half-moon-bay,33622,76
eggettes-millbrae-2,92038,12
gong-cha-san-mateo-2,5231,126
bambu-south-san-francisco,44658,132
super-cue-cafe-san-mateo-2,23729,119
bambu-san-mateo-2,45677,33
eggettes-san-mateo,9407,46
chatime-san-mateo-2,99687,27
tpumps-foster-city,22211,119
creme-brewlee-san-mateo-2,13918,134
chatime-foster-city,30599,118
quickly-san-mateo,58839,100
fresh-nation-desserts-san-mateo-2,18712,105
ya-ua-yogurt-and-boba-tea-belmont-2,55795,15
snacks-san-mateo-2,35594,113
dessert-republic-san-mateo,92178,37
mints-and-honey-san-carlos,8232,56
bambu-millbrae-2,55404,104
icicles-san-mateo,95105,68
kingkat-bar-and-eatery-san-mateo-2,8466,28
quickly-burlingame-2,47101,95
antoines-cookie-shop-san-mateo-3,83722,89
quickly-foster-city-3,36298,146
moo-moo-yogurt-foster-city,91053,87
clear-optometry-san-mateo,42090,134
boiling-point-san-mateo,41377,118
cream-san-mateo,73001,13
poke-island-creasian-kitchen-san-mateo,69046,112
waterfront-cafe-burlingame,40295,105
never-too-latte-san-bruno-2,31804,38
jougert-bar-burlingame,48553,123
mini-coffee-san-mateo-2,5719,130
sweet-indulgence-millbrae-3,88317,145
ramen-dojo-san-mateo,47726,29
quickly-millbrae-4,18860,104
bobo-drinks-fairfield-2,9343,128
t4-tea-for-u-fairfield,5018,122
peace-love-and-boba-vacaville,36461,139
halo-halo-bar-and-boba-station-suisun-city,34159,94
quickly-fairfield-3,46940,14
tutti-frutti-fairfield-2,37796,126
sharetea-concord-3,95343,54
i-tea-pittsburg,86230,30
quickly-vallejo-12,67272,28
teazentea-brentwood-3,95587,129
quickly-vacaville,71370,55
mandro-teahouse-davis,21342,101
tapioca-express-vallejo,14491,11
okashi-fusion-vacaville,18296,15
cafe-tapioca-hercules,91190,34
pho-saigon-no-1-vietnamese-restaurant-fairfield-2,48887,102
ontap-davis,23578,3
t4-antioch-12,55522,67
bobaloca-concord-4,96136,141
teabo-café-davis,70456,79
lazi-cow-davis,52601,58
t4-san-pablo-3,87136,10
t4-concord-concord,73197,132
dragon-snow-el-sobrante,73851,35
cj-fusion-fairfield,21843,87
gong-cha-davis,67445,23
suisun-seafood-center-suisun-city,16773,83
teaone-davis,83545,112
quickly-brentwood-brentwood,29803,147
t4-davis-3,96665,126
bangkok-paradise-fairfield,99196,26
easel-davis-2,76074,13
sharetea-davis-davis-2,54069,12
the-old-teahouse-davis-3,67086,41
pho-lee-hoa-phat-fairfield,80444,112
skyview-noodle-and-tea-pittsburg-3,93530,4
noodle-house-fairfield-2,70686,81
sisig-suisun-city-3,58014,9
rrags-caffe-benicia,75309,143
yumygurt-pinole,90932,31
vampire-penguin-brentwood-2,49638,58
going-green-martinez,40941,31
quickly-antioch-2,89765,50
pho-lee-hoa-phat-vacaville,68191,135
ice-monster-walnut-creek,47894,132
t4-walnut-creek,35919,122
chalogy-tea-bar-walnut-creek-4,51915,76
mr-green-bubble-walnut-creek-2,53650,13
cool-tea-bar-danville-4,52151,120
quickly-concord-5,47573,147
quickly-concord,65334,90
t4-and-poke-walnut-creek,8323,79
i-tea-moraga-3,68008,31
panache-caffe-lafayette,30007,146
coco-swirl-pleasant-hill,35487,115
surf-city-squeeze-concord,65382,99
hello-pho-concord,78531,88
harvest-house-concord,52206,34
i-love-teriyaki-and-sushi-concord-2,44261,103
cornology-walnut-creek-3,42297,126
saigon-bistro-concord,71696,122
99-ranch-market-concord-2,43364,131
double-rainbow-cafe-benicia,83230,50
blue-saigon-pittsburg,32706,82
jollibee-concord,85160,122
pho-huynh-hiep-5-kevins-noodle-house-concord,62906,72
pho-lee-hoa-phat-pleasant-hill,17166,107
pho-huynh-hiep-6-kevins-noodle-house-walnut-creek,94539,25
smitten-ice-cream-lafayette,42830,40
aung-maylika-benicia-4,64411,109
izzyas-frozen-custard-lafayette-2,49628,64
yogurtland-pleasant-hill,35905,79
golden-bakery-pittsburg,87976,37
tutti-frutti-montclair-oakland,42862,57
tangelo-frozen-yogurt-moraga,10650,112
surf-city-squeeze-antioch,74608,120
lv-vietnamese-pho-and-sandwiches-vallejo,8971,25
korea-house-concord,56730,110
yo-sushi-martinez,19456,13
lulus-kitchen-concord,53189,72
pho-hoa-an-pleasant-hill,98768,23
saigon-bistro-restaurant-pittsburg,51188,14
pho-lee-hoa-phat-pittsburg-5,24420,149
viet-nam-noodle-house-antioch-4,71689,11
little-hearty-noodle-moraga-2,23890,142
bubble-loca-richmond,75895,142
ten-ren-tea-co-richmond,26505,13
tala-coffee-and-tea-el-cerrito-2,88747,11
sharetea-san-rafael-3,38717,38
tpartea-boba-drinks-and-banh-mi-san-rafael-3,76355,49
sunny-day-sweet-house-richmond,74013,45
aloha-pure-water-shaved-ice-san-pablo,52863,120
world-wrapps-corte-madera-7,79534,90
quickly-el-cerrito,43480,91
tay-tah-cafe-albany,86529,148
sweetheart-cafe-berkeley,33526,114
teaone-berkeley-berkeley,31761,128
quickly-kobe-bento-richmond-2,70554,66
quickly-san-rafael,13931,117
sivans-cafe-hayward,77052,130
honey-bear-smoothie-tea-and-dessert-hayward,98543,39
sharetea-san-ramon,72288,61
t4-castro-valley,56195,35
quickly-hayward,80755,52
8-twelve-oriental-market-san-leandro,13510,143
polaris-ice-cream-rolls-hayward,78899,74
milkcow-castro-valley,46335,62
satori-tea-company-saratoga,85556,7
creative-sips-san-jose,66572,58
saratoga-bagels-saratoga,44863,31
snowflake-san-jose,85481,118
steepers-campbell,39797,24
yodo-yogurt-campbell,17987,111
caffé-central-santa-clara,20765,147
bar-code-santa-clara,89933,115
jovie-coffee-and-pho-campbell,18589,38
tous-les-jours-santa-clara,38247,29
menchies-frozen-yogurt-vallejo,45788,62
starbread-bakery-vallejo,49346,103
pho-1-vallejo,8456,9
sunshine-bakery-vallejo-3,93565,31
original-red-onion-vallejo-2,61278,137
yo-sushi-vallejo-2,85090,23
midori-japanese-cuisine-vallejo,13252,21
pho-lee-hoa-phat-vallejo-2,91695,80
pho-saigon-village-noodle-house-vallejo,11598,29
pho-lee-hoa-phat-2-vallejo-3,18559,51
chowking-vallejo,65179,137
tacos-jalisco-vallejo,69055,28
menchies-frozen-yogurt-belmont-2,54481,126
fashion-wok-foster-city,25399,6
pho-new-saigon-foster-city,99293,2
hongry-kong-belmont-2,31148,113
marina-food-san-mateo,69078,97
cooking-papa-restaurant-foster-city,69872,49
sheng-kee-bakery-san-mateo-2,8554,107
eat-on-monday-mountain-view-3,16002,57
pho-little-saigon-san-mateo,80729,46
myung-dong-tofu-cabin-san-mateo,47740,145
bagel-street-cafe-redwood-city,15460,113
east-14th-bakery-and-cafe-san-leandro-3,22075,116
tapioca-express-san-leandro,71253,56
quickly-san-leandro,62639,139
sweethoney-dessert-san-leandro-3,89038,150
hanoi-chicken-noodle-san-leandro,8365,59
loving-tea-san-leandro,93724,103
cafe-sorriso-san-leandro,42664,50
d-t-dim-sum-and-tea-san-leandro,80828,49
milk-and-cookie-bar-castro-valley-3,55837,39
sweet-dee-cupcakes-and-snow-ice-san-leandro,66598,69
quickly-san-lorenzo,38476,43
tapioca-express-alameda,73722,55
leisure-cafe-san-leandro-2,74324,40
quickly-castro-valley,59055,3
china-kitchen-express-san-leandro,75447,36
pho-an-hoa-san-leandro,67046,108
tuttimelon-alameda,54713,64
banh-mi-ba-le-oakland,51085,115
pokeatery-castro-valley,92852,143
hot-spot-alameda,10874,17
worlds-fare-donuts-hayward,82110,10
taqueria-los-pericos-san-leandro,45159,23
pho-anh-ha-san-leandro,82874,61
craw-station-san-leandro,57664,131
r-and-d-cafe-san-lorenzo,53429,41
munch-hayward,67630,70
foodnet-supermarket-san-leandro-2,73501,128
yo-bowl-hayward,46192,121
yogurt-hill-hayward-4,23715,48
alohana-hawaiian-grill-san-leandro,51386,33
99-tea-house-fremont-2,62343,2
one-tea-fremont-2,17444,92
royaltea-usa-fremont,46913,96
teco-tea-and-coffee-bar-fremont,18321,57
t-lab-fremont-3,47500,50
q-tea-monster-newark,44252,48
gong-cha-fremont,47204,28
happy-lemon-fremont-2,87909,114
factory-tea-bar-fremont-2,25444,45
super-cue-cafe-fremont,9331,71
milk-and-honey-cafe-fremont,23888,55
tea-island-fremont-2,24006,94
taro-taro-dessert-and-tea-house-fremont,6964,133
