store_id,ingredient_id,boba_id
yogurtland-pleasant-hill,67652,mkznhqbmya
quickly-fairfield-3,7830,olbusvqcok
cream-san-mateo,84861,zxunpxngzv
quickly-san-rafael,59723,ekrnwgbimt
teaspoon-redwood-city,84773,vrbxeyjqml
milk-tea-lab-pleasant-hill,75040,gnalijlzov
shihlin-taiwan-street-snacks-milpitas,73154,axlsjuwgif
gong-cha-san-jose-8,42613,wxirzjrssm
never-too-latte-san-bruno-2,52904,iuarjuphiq
vampire-penguin-featuring-jastea-san-jose,99399,wmixtcnykq
tous-les-jours-santa-clara,75070,nhdppwccmw
simply-boba-san-jose,22937,hrcqfrybyv
pho-99-dublin-5,93136,pdyzmhswkr
jollibee-concord,39286,trczgyakcb
the-pennywort-san-jose-5,26343,okiifpnsab
tastea-san-jose-2,59592,jkpoalkwqm
boba-guys-san-francisco-4,10778,okmalafkiu
search-tea-millbrae-5,96522,pgoiavzldc
e-tea-san-francisco,31495,asspercesu
honey-bear-smoothie-tea-and-dessert-hayward,33911,hclrgluxdj
little-hearty-noodle-moraga-2,72967,yxfchljeax
fashion-wok-foster-city,98577,zlkrnuluxy
alice-street-bakery-café-oakland-2,34932,lhimmjhohg
blush-organic-frozen-yogurt-dublin,59633,xjjyondgoz
shihlin-taiwan-street-snacks-milpitas,25719,grvhmwotek
one-tea-fremont-2,47427,klgpkqoqnh
midori-japanese-cuisine-vallejo,41724,pknyenestn
yogurt-hill-hayward-4,20179,zbsqdzpwmh
honeyberry-santa-clara,44653,bcbugcibku
sharetea-san-francisco-3,89219,gemjtrcerr
hello-pho-concord,19847,ewccdutefr
steep-san-francisco-2,51271,kgpjzbqqod
createave-cafe-san-jose-4,12130,qbzvmbtnqr
koma-sushi-restaurant-menlo-park-3,86065,jiwbchkfdr
jougert-bar-burlingame,46836,adypjkpmdm
sharetea-fremont-2,54258,dzaqodrcba
quickly-antioch-2,34326,arhiofzxyl
urbain-tea-fremont,95712,feiccdmmcg
pokélove-palo-alto,10947,gyxuqqtmxf
shincha-tea-san-jose-3,69124,mudlxxthzv
teaspoon-san-francisco,84599,psvjeprcjg
quickly-milpitas-2,16491,mgmzbznqgx
quickly-concord,65115,guzhgtdxwy
creme-brewlee-san-mateo-2,88418,kingdakjdc
youji-fresh-rolls-wine-and-tea-santa-clara,41855,cthegkvqaq
cafe-taiwan-pleasanton-9,36429,zrbkrfeqfm
milkcow-fremont-2,7117,asljbzdhfd
pho-lee-hoa-phat-vacaville,65219,qpbzkwhege
happy-lemon-fremont-2,53433,iwyaxmtqxc
meet-fresh-cupertino,57216,fgkrhnufhh
honey-bear-smoothie-tea-and-dessert-hayward,51824,awdjqblihp
tapioca-express-mountain-view,51885,nfocgcxqiv
i-tea-walnut-creek-3,82917,griwjcappb
t4-san-pablo-3,59331,osvoqenmvu
99-tea-house-fremont-2,44453,poncwhvmfd
myung-dong-tofu-cabin-san-mateo,46453,bzxhygamci
sharetea-santa-clara-7,87891,hfmuatnhry
jougert-bar-burlingame,15185,fuooctntfc
pho-saigon-village-noodle-house-vallejo,59940,imxugbdxqp
fashion-wok-foster-city,19895,zxnkwkessp
tpumps-san-francisco,28088,zpxxczljeb
coco-swirl-pleasant-hill,12128,cowyeqyjcb
surf-city-squeeze-concord,12571,wfkljctnno
mr-t-cafe-san-francisco,43711,yjjugaakzx
t4-oakland,91616,jifpshzjfb
quickly-concord,83582,hgjjcaaoan
lulus-kitchen-concord,95494,ifbvbjvwqo
che-lo-union-city-2,29214,tfkzsapdsw
bubble-tea-share-time-berkeley,86744,wgqdwcisyk
osaka-ramen-dublin,63388,qhogcdxjzi
waterfront-cafe-burlingame,11231,xuzwoacbpy
sharetea-fremont-2,60194,tioigpppgm
teatop-milpitas,98158,jyuwqrmuyr
craw-station-san-leandro,67761,hnzpdkemyq
ocha-tea-café-and-restaurant-mountain-view-2,89463,jenohtjaps
t4-cupertino-cupertino,52952,gvinaiawnx
quickly-milpitas-2,56506,megautqsxl
bambu-union-city-2,41371,becbdgvqod
joy-4-tea-union-city,88683,vuogwmoqnq
koma-sushi-restaurant-menlo-park-3,36964,sijmkwpjat
yo-bowl-hayward,75276,gaqpmnzjkb
quickly-dublin,37694,qpyeahfkub
85-c-bakery-cafe-san-jose-5,52551,qrpxvutbmq
o-honey-dublin,10294,emwsksxcjv
sharetea-concord-3,38079,ubrzirqblt
tj-cups-san-francisco-5,38434,aiukczahnz
baotea-cafe-pleasanton-2,64480,ofegkndpjk
the-tea-zone-and-fruit-bar-mountain-view,33901,rpjusxxhbr
chatime-san-mateo-2,97119,sborbovbfr
rice-paper-bistro-livermore,86690,syjoxbbmga
fresh-nation-desserts-san-mateo-2,13761,nmjdzhdjby
pho-an-hoa-san-leandro,12555,agwofldtwk
snowflake-dublin,42771,repuosggpd
tasty-pot-newark,23218,xzfjzstyic
pho-saigon-garden-dublin,89401,mqqnlekzlj
gong-cha-san-mateo-2,68431,xtzyyymzpc
milk-and-cookie-bar-castro-valley-3,34712,ceptswmwdl
quickly-antioch-2,40716,alsosntphn
wonderful-dessert-and-cafe-san-francisco-2,66750,sdqvpwhuef
beibay-tea-san-jose,69893,vyxihcynlz
quickly-san-lorenzo,53211,nzpbgmhvbp
alice-street-bakery-café-oakland-2,20251,sjnaqfraar
steepers-campbell,92326,zovrdirqmz
koi-palace-dublin,38584,ynqjtrfnir
frostea-daly-city-2,99027,uqlwezzvpq
blush-organic-frozen-yogurt-dublin,19952,rvvackustl
tea-hut-san-francisco-2,50346,grcnveqlfv
halu-shabu-shabu-dublin,42590,vrjuhxeufr
teaspoon-palo-alto-7,99852,ysowkpopdn
clear-optometry-san-mateo,8897,cqeafsjhyh
teaquation-redwood-city,36766,kxdnpewshz
sno-crave-tea-house-fremont,31623,zuxecmsgqd
koi-palace-dublin,15662,kfpdnunmbo
soyful-desserts-san-jose-8,17976,oqjmryebkb
letea-pleasanton-2,72237,gtogzzbsvu
teasociety-san-jose,80019,uxihulpttc
bfresh-snacks-and-drinks-san-jose,19189,oaorfhlkpz
icy-blue-fremont,28563,hfadbwcaww
tapioca-express-union-city-2,31490,edlqebbsku
i-tea-pleasanton,71469,ighimdqeeo
wing-man-oakland-3,35019,ieckdffzsf
beibay-tea-san-jose,28458,zjbzdujxip
storm-crepes-newark,97949,wwopirmmul
teasociety-milpitas,28629,cpfniwglai
aqua-club-dessert-and-beverage-san-bruno,79868,ifwhbptyyx
i-tea-castro-valley,35729,kncbuyfhyk
i-tea-milpitas,28709,vfrmmriygw
jazen-tea-san-jose-4,45896,psjmmilona
sweethoney-dessert-san-leandro-3,80158,zcwqrwugks
bean-scene-sunnyvale,99963,icrvykwxjf
tea-villa-milpitas,77063,bxkxpaouii
pho-saigon-noodle-house-san-ramon,69641,vacrqjfrll
teatop-san-jose-2,17514,jemysiiaea
the-tea-zone-lounge-san-jose,45064,jsxashrrxe
baotea-cafe-pleasanton-2,33100,ifdbtqialr
bambu-millbrae-2,19791,swkjcexxln
quickly-oakland-4,5033,vaqmdoixus
the-axe-and-palm-stanford,86477,xeppjxtkpe
tj-cups-san-francisco-5,18217,fqytkcvffu
pop-tea-bar-palo-alto-2,56690,mnbihdrmdw
t-spot-boba-drinks-and-snacks-san-jose,86123,vuudhmcszl
gelato-firenze-and-qtea-bar-oakland,76523,stnkihxufc
oooh-san-jose-4,16987,fobolqwvhx
noodle-house-fairfield-2,34348,lqfevgcnwp
sweethoney-dessert-san-leandro-3,96914,likoepaaxt
i-tea-oakland,24210,vdypedabgx
bfresh-snacks-and-drinks-san-jose,59547,xkeweppdmf
tandoori-pizza-dublin,99227,fwhdqegmmn
ontap-davis,68699,olbqvlznun
happiness-cafe-san-jose,58069,xzhyyyyqcl
t4-dublin,65414,sfobzhcrfs
alohana-hawaiian-grill-san-leandro,11439,gbitvmdqdo
original-red-onion-vallejo-2,28058,eepdspecsv
teasociety-milpitas,21431,sxrychfkhz
sweetheart-cafe-berkeley,89803,gezyxaozif
quickly-cupertino,77991,hwihfnkneu
chatime-san-jose-san-jose-3,14651,zsrvipvhfl
urbain-tea-fremont,88513,xpomcwzzrn
hotpot-first-sunnyvale,90608,ptzphaeqaa
beastea-santa-clara,16885,riczawwuvj
mr-green-bubble-union-city,99690,gxxzyopzxp
jougert-bar-burlingame,89254,bxypurcecq
pho-saigon-village-noodle-house-vallejo,27500,xnyzpknqjk
milk-and-cookie-bar-castro-valley-3,85604,eiofhisphq
bobaloca-concord-4,63937,efsfbabvyk
pho-saigon-city-pleasanton,64657,qvnhrjfgcf
ohana-express-redwood-city-2,78699,hcsrpgkfqi
teaspoon-san-francisco,17459,nfejivuxeb
8-twelve-oriental-market-san-leandro,17096,ssnibujzye
sharetea-palo-alto-2,42218,twwbkzkofv
cocohodo-sunnyvale-2,97954,nwyljtofcn
surf-city-squeeze-antioch,78992,eiqwuyauap
hanoi-chicken-noodle-san-leandro,87904,qvnmcfqxow
pho-lee-hoa-phat-vacaville,43887,swaeegvtdf
sharetea-santa-clara-3,61406,muihxneejy
original-red-onion-vallejo-2,35143,obtjboinfk
teahee-san-jose,51396,vzfgtrvfyk
pearl-cafe-mountain-view,82032,cyaltvrjwt
i-tea-oakland,15175,swyphixfkd
hello-pho-concord,73169,zpticxoluh
california-mochi-santa-clara-4,12589,mpkxwghmhh
pekoe-san-jose,99527,jbnigvnvqt
halo-halo-bar-and-boba-station-suisun-city,61906,nmypbnuoer
jazen-tea-san-jose-4,24145,nlgngoijvq
t4-milpitas,86813,kvyqiejmxd
mr-green-bubble-union-city,7062,rozkuipoae
munch-hayward,67905,iwfcmcimlc
bobateani-san-jose,62596,hrhbnqojmg
world-wrapps-corte-madera-7,10974,rsmxitlrad
teaspoon-milpitas,83105,mkqigfuprv
mr-green-bubble-sunnyvale,5995,bppbitvtdv
teaspoon-san-jose-2,10385,gzkrlhzjyq
tastea-san-jose-2,42868,ulhaflqqrl
sharetea-dublin-3,75356,usvhebxafo
icicles-san-mateo,73568,fbebyohmwa
sweet-a-little-san-francisco-12,66095,xzqgwzgdfw
boba-dude-half-moon-bay,73685,dirwcegftd
quickly-hayward,60533,hovlcvtnvp
yobelle-napa-2,87350,ziymvrpuhv
t4-antioch-12,32011,rtjytjwjhv
aqua-club-dessert-and-beverage-san-bruno,80104,sqwhhhraoh
yobelle-napa-2,26505,rzygjozplp
music-tunnel-ktv-cafe-san-jose-2,19020,xwzqsjajpr
cornology-walnut-creek-3,33388,lbjtojrzlu
t4-livermore-livermore-2,32216,nhbzqjrzre
kee-wah-bakery-dublin,29820,raihdwvaez
q-cup-fremont,27789,nlicgzptax
gong-cha-newark,76889,ivavmmnsth
berry-delight-pleasanton,89770,qemznuvpfm
quickly-cupertino,88366,dycgybrnvc
fusion-mix-frozen-yogurt-fremont-2,91362,nrsztomgtb
chick-and-tea-milpitas-4,5108,leltlkqrit
sancha-bar-milpitas,82173,wngrkbqdtv
plentea-san-francisco-san-francisco,30390,dmmkroonat
tandoori-pizza-dublin,88274,nftyfbbudx
bambu-san-jose-9,98210,fyllzkocpt
chowking-vallejo,88933,kpcoeqntyh
bambu-newark-2,55017,esvvptsuxa
u-cha-berkeley,56244,lliuuacgrc
asha-tea-house-berkeley,13454,ieqdgssxwc
happy-lemon-cupertino-5,36615,taugxdyjpa
pokeatery-castro-valley,37583,yvpouwszwl
yo-sushi-martinez,89128,myktuprvjl
yobelle-napa-2,72517,uvulnyejec
green-bamboo-restaurant-fairfield,56812,tpflpwecwq
sweet-orchid-fremont,83854,omkkrssggm
chalogy-tea-bar-walnut-creek-4,67982,erbaurdioq
creative-sips-san-jose,73746,ywkkvigbmp
tpumps-foster-city,55205,qsoofbylkr
teaquation-redwood-city,71105,jwidoqfvoh
t4-milpitas,68553,bjvrjagvxw
t4-davis-3,39930,yzwqjutfgw
top-that-frozen-yogurt-sonoma,98124,evnsxoklcz
sweetheart-cafe-oakland,57828,gqyezvuzdc
katea-san-jose,36331,slrtfwqxhq
bean-scene-cafe-fremont-2,11636,pywpxpkyig
t4-antioch-12,21300,zekdansqxs
teaspoon-san-mateo,42598,bgoiirvach
tea-six-fremont-2,29401,kcaqbvjkrf
urbain-tea-fremont,51663,waqtnqdluj
quickly-foster-city-3,94899,plzaedgpmi
i-tea-moraga-3,75917,senyjjebqz
gong-cha-san-jose-19,22476,flwdrhiqbq
aqua-club-dessert-and-beverage-san-bruno,48685,bztlmmnlhy
blue-saigon-pittsburg,76728,xndlyitcxa
tea-station-newark,90696,nskxiyhwbs
happy-lemon-cupertino,68359,icppjdejyd
gong-cha-san-jose-19,67869,eyacoivjen
quickly-redwood-city,55325,juyptomoza
happy-lemon-cupertino-5,45433,zvdephlsdu
sweet-spot-castro-valley,65449,frojivoxim
world-wrapps-corte-madera-7,15698,bffgljdqhv
quickly-foster-city-3,50715,bbgjbmpmym
quickly-san-lorenzo,83376,vmlaxmhlkh
milk-tea-lab-pleasant-hill,44360,vemtmaekkq
honeyberry-san-jose-9,99826,hplpxkndin
milkcow-fremont-2,10948,jtgprtlvjm
cocohodo-sunnyvale-2,24641,iurkqbtqgn
gosu-san-francisco,57678,ydvlvqayup
tleaf-teapresso-san-jose-3,10637,aqlcsafndo
boiling-point-san-mateo,28558,pjpqivdxca
midori-japanese-cuisine-vallejo,98596,aavcpewotr
viet-nam-noodle-house-antioch-4,35616,hfxaedjmjp
beastea-santa-clara,71777,oetdrhcavn
frostea-daly-city-2,87292,rkkxrpcnhq
davidstea-palo-alto-2,44332,xyarqewnya
pho-saigon-city-pleasanton,79108,auuxkpqwpi
t-spot-boba-drinks-and-snacks-san-jose,64071,nmwklhngqj
teafans-sunnyvale,96258,vpljjvjphc
frozos-frozen-yogurt-santa-clara,51836,rabtvletyj
koi-palace-dublin,44925,ucggtmlqqt
napa-noodles-napa,95575,xwzzsypnxd
vampire-penguin-featuring-jastea-san-jose,76607,nylyvlgcbr
shincha-tea-san-jose-3,7421,wgkarcxlll
lees-sandwiches-dublin-2,83366,mwjaosavlc
good-earth-cafe-san-francisco-2,13748,omhifpjauw
chatime-redwood-city-2,75367,ilspyjlirx
sweet-indulgence-millbrae-3,78545,tqmttjdhgd
chatime-foster-city,16047,lrgfycejpa
mr-t-cafe-san-francisco,66594,czcnibfamo
teaspoon-san-francisco,23756,rutcqsgxxg
thai-kitchen-american-canyon,92987,fndgontadv
pekoe-san-jose,18840,qdqoeyexhh
tapioca-express-alameda,96106,blzldpzpvf
t4-tea-fremont-2,20806,vedbdagrdk
tasty-pot-dublin,79549,kizaqrvkxa
shihlin-taiwan-street-snacks-milpitas,57026,bhlwywzyij
t4-and-poke-walnut-creek,94102,ohtvooyoet
search-tea-millbrae-5,53853,tldkreajsg
tea-delight-alameda-2,18187,bqwazefgwo
cha-express-san-mateo,9206,infwienljp
purple-kow-berkeley-2,8724,gupswsqmcf
yodo-yogurt-campbell,11924,wrqrbkdqrd
t4-oakland,46808,jtgidiuygn
pho-saigon-garden-dublin,93238,ckvjaaxxnt
dragon-snow-el-sobrante,78703,mvultdoxyn
qteabar-oakland,62409,qwdpijvxdv
poke-xpress-milpitas,86612,qzdifghkjs
bar-code-santa-clara,53855,yyklqwgyxm
banh-mi-ba-le-oakland,63291,hyebthekcn
cool-tea-bar-san-francisco-4,70461,lnwsrrazbj
hello-pho-concord,91767,uvsnnpjmjv
snacks-san-mateo-2,95641,lwhujgddxm
sharetea-fremont-2,73233,bnrmvslxmw
aloha-pure-water-shaved-ice-san-pablo,38395,dedwyiwzsl
85-c-bakery-cafe-milpitas-2,55151,yltzkyfvjj
pop-up-tea-coffee-and-snacks-san-jose,72574,macepgwqxa
wing-man-oakland-3,43464,qtbqwjoipy
myung-dong-tofu-cabin-san-mateo,62653,xywsxblcpk
wondertea-san-francisco-4,97969,uifmsgjutl
sushi-grill-vallejo,5677,denusprfwq
sancha-bar-milpitas,21195,lhqnflfcdq
bean-scene-sunnyvale,57763,ezvnuifiul
dessert-republic-san-mateo,92211,zfldhbdjze
5-sweets-san-francisco,31670,gwacgrvjrq
katea-san-jose,93812,zmeivqonbj
tea-island-fremont-2,21935,icmowhdsqz
q-tea-monster-newark,80976,yepsicjmsf
skyview-noodle-and-tea-pittsburg-3,14349,nsrghuzjwm
yogurt-hill-hayward-4,95645,phklubbcxd
i-love-teriyaki-and-sushi-concord-2,48363,hyvfklvgng
tea-delight-alameda-2,81186,vusehihctm
cafe-lattea-cupertino,7313,pdlxqnshop
saigon-bistro-restaurant-pittsburg,31909,dygoziunxe
cool-tea-bar-san-francisco-4,96117,gbequhadip
tpumps-san-francisco,83502,pvacthrnml
pho-new-saigon-foster-city,97229,ozeeiqieyh
quickly-concord-5,99516,gesijcyfog
quickly-antioch-2,15069,skbkhskhvp
sharetea-san-francisco-3,80777,qppxoglpkb
sweet-home-cafe-fremont-2,56575,atikfzerlc
tea-lyfe-drinks-san-jose-3,67424,nkvdgehxvf
coupa-cafe-green-library-stanford,5718,forxdktgxg
donut-wheel-livermore,73482,zhcfujajoh
8-twelve-oriental-market-san-leandro,13335,fqkomgqwvz
wild-berry-yogurt-menlo-park,64732,lsegygjyib
t4-fremont-8,20756,xlhfrvkenv
vampire-penguin-brentwood-2,58644,bxremprkee
pho-lee-hoa-phat-vallejo-2,68121,wmphipcfav
yo-sushi-vallejo-2,84961,rgwphxhmnr
hanoi-chicken-noodle-san-leandro,57893,udacyzutxq
soyful-desserts-san-jose-2,69442,slinqxufif
hechaa-cupertino-4,17174,hvdmbivzef
q-cup-fremont,17470,qtxxcgfodn
pho-anh-ha-san-leandro,44684,dxkkymhnrk
happy-lemon-milpitas-6,22388,goeumcgxgm
jenjons-cafe-union-city,59703,vzibpmbpgj
cj-fusion-fairfield,93173,qrebdcptex
mandro-teahouse-newark-3,6479,vmqbfpdoft
99-tea-house-fremont-2,49940,ivsyexbcom
milk-tea-lab-pleasant-hill,16404,sxhlxmtjef
cha-express-san-mateo,99039,jjowzwuipt
happy-lemon-san-jose-5,52623,jwbnrqtjat
quickly-hayward,50291,azhkplhrbq
tleaf-teapresso-san-jose-3,81881,zfcqthghuh
banh-mi-ba-le-oakland,28520,dmhehtqrvf
puppy-bobar-san-francisco,30304,kxovpuzruf
panache-caffe-lafayette,15183,othkljhznr
the-tea-zone-and-fruit-bar-mountain-view,80226,vxtsueroaz
tandoori-pizza-dublin,43582,wwxtpqzjag
teahee-san-jose,37524,dxiqviujct
mr-green-bubble-walnut-creek-2,55114,gghcvaujav
mr-green-bubble-union-city,43797,ohdhyqyhbs
t4-millbrae-10,29966,irmfiemsii
chatime-san-mateo-2,76359,zhruybmooc
99-ranch-market-concord-2,56325,sytbjizpzy
dessert-republic-san-mateo,13162,kvqxjmsyww
fifty-fifty-coffee-and-tea-san-francisco,57049,vfwvouwlxd
quickly-hayward,55047,kqtpdvxvqt
sno-crave-tea-house-fremont,62333,sbhcenwmxp
cocohodo-sunnyvale-2,12935,ecxftvbwag
q-tea-monster-newark,45200,ovuhmcndxp
worlds-fare-donuts-hayward,52213,zraatjlbtj
ramen-dojo-san-mateo,16518,kiwaxditlc
dessert-republic-san-mateo,57124,lyyxbmurke
teaway-alameda,40742,uomuqngrnl
wonderful-dessert-and-cafe-san-francisco-2,93179,pgamnjqdhc
tpumps-burlingame,51699,auiyjqattj
quickly-vacaville,47945,ikkdszjmkc
new-thai-bistro-pleasanton-2,45541,yazifudwxc
teaspoon-los-altos,87731,qohfppmtaj
i-tea-pleasanton,54379,lkgelopgna
i-tea-burlingame-2,48250,pgqvaymwaf
i-tea-castro-valley,24911,meareimrfr
sharetea-san-leandro-3,9044,mmvlabzgzj
happy-donuts-palo-alto,59907,vxzmdvjopu
chick-and-tea-milpitas-4,57995,otoilhfsdk
beibay-tea-san-jose,48901,supgfpeazw
sunshine-bakery-vallejo-3,89154,lwlzllkhri
sno-crave-tea-house-milpitas,68745,dyiagtlecy
qteabar-oakland,27064,jhjamoqhqb
storm-crepes-newark,30065,drtxscymev
teaspoon-palo-alto-7,10879,squncuordz
surf-city-squeeze-concord,37549,cwkjyaibgk
tutti-frutti-fairfield-2,28221,zcljxsyiqm
quickly-foster-city-3,49538,kebeedegde
mr-green-bubble-oakland,75823,ilitweufre
gong-cha-fremont,63962,jsdhhdqzop
sinceretea-san-jose-2,58126,snhzsgiveg
i-tea-burlingame-2,5361,boezchqngt
teasociety-san-jose,58516,alihfujosc
tea-factory-dublin-2,32399,bfmlmxhvdq
gelato-firenze-and-qtea-bar-oakland,76974,hsdidfuvio
i-tea-walnut-creek-3,43444,ssmggkeygq
starbread-bakery-vallejo,55740,ynaliunopq
t4-cupertino-cupertino,32675,radxmffxqx
bare-bowls-palo-alto,55150,ssxsojrfdq
chilly-and-munch-mountain-view,73091,ioaynijwno
t4-walnut-creek,69476,pugjjurxqc
over-the-top-shop-frozen-yogurt-american-canyon,48289,jvvkvhauaz
beibay-tea-san-jose,84452,oqnsvvwdgx
frozos-frozen-yogurt-santa-clara,50164,rypaitndwr
bubbly-san-jose-4,90930,btdowpgxks
morimoto-napa-napa,37957,noppkidrak
sharetea-dublin-3,96211,bbohfejtpz
bambu-union-city-2,51542,xnzsdpuzoe
teatop-san-jose-2,46198,zqoantyvhg
jazen-tea-santa-clara-3,29791,qtumkfwhzi
coco-swirl-pleasant-hill,87870,vyherjlsrb
fantasia-coffee-and-tea-san-jose-4,94307,spsskrcitt
sweetheart-cafe-oakland,30560,hskrhobdcn
sweethut-san-francisco,75541,uxhkfyzmyg
quickly-oakland-5,61626,wwzdngbjrr
sharetea-santa-clara-7,78701,xnmwkqcgio
the-boba-shop-san-francisco-4,68314,iubcwmkief
saigon-cafe-livermore,44766,ywiwgvqcgh
ice-monster-walnut-creek,18703,qkwtyxmzlm
cafe-junction-pleasanton-3,49179,rtiggnglks
tea-six-fremont-2,41600,kydkkrxsgu
t4-concord-concord,23230,lwfbryshbd
teaone-davis,61965,mjriuzbrnj
sunny-day-sweet-house-richmond,46307,bpqbabotom
t4-san-leandro,27603,hfpwfvbnfr
homeplate-boba-san-francisco,56708,unrawfnmmc
rice-paper-bistro-livermore,88057,jqaetlheqn
quickly-fairfield-3,56460,ntvikvpkhj
izzyas-frozen-custard-lafayette-2,54581,tqzzxlsqib
taro-taro-dessert-and-tea-house-fremont,8309,ukqgpebxnf
boba-guys-san-francisco-6,80274,lhbbnaiplb
sweetheart-cafe-oakland,74764,mxtbpdbvkc
gong-cha-san-mateo-2,10517,gtedalxypa
t4-hayward-3,35147,ihqfmygwji
korea-house-concord,26869,fxfvzesaez
sunshine-bakery-vallejo-3,26577,opkszzwzgb
tea-delight-alameda-2,52468,kseqmzaksh
donut-wheel-livermore,69679,ejpdrnzlie
sharetea-san-francisco-3,22988,rwgihadwoc
palm-thai-bistro-fairfield,94049,cjufkyarrr
sharetea-san-francisco-3,72586,kgnjbrsmrp
saigon-bistro-restaurant-pittsburg,90265,acgzlbfjen
yogurtland-san-ramon,97658,symgtukhdg
harvest-house-concord,21722,atuzbllokv
morimoto-napa-napa,36574,vpgyrfhusp
quickly-antioch-2,66668,iemycjhgeo
menchies-frozen-yogurt-livermore,68047,lhkwxurqaw
bubble-tea-time-saratoga,95692,oshareimux
coupa-café-lytton-palo-alto,76262,hoedksenim
milk-tea-lab-pleasant-hill,66199,fvphdknfyp
milkcow-fremont-2,40538,xgjyzfwxxi
ten-ren-tea-co-richmond,72818,dlnqxarvpm
munch-hayward,64615,iudqabqcjl
i-tea-walnut-creek-3,61217,ohmhvdaptj
fantasia-coffee-and-tea-cupertino,63227,qlybgclbzt
milk-and-cookie-bar-castro-valley-3,74370,juqxchxscx
bobaloca-concord-4,28755,rdxymgdcyj
worlds-fare-donuts-hayward,86023,ucefqknpfk
hongry-kong-belmont-2,11310,wmfmgnxmoh
chowking-vallejo,24770,viifroxeqg
pekoe-san-jose,54088,yczongoace
coupa-café-palo-alto-3,38432,oivrwnnqdu
q-tea-monster-newark,32382,dcfxrxsais
the-tea-zone-and-fruit-bar-mountain-view,78914,dtbdtsbaoi
green-leaf-asian-bistro-and-cafe-redwood-city-2,35405,usaauwdrcf
caffé-central-santa-clara,50938,pstjiimoxi
happy-lemon-san-jose-5,66136,lqhlcyruxa
the-tea-zone-and-fruit-bar-mountain-view,78153,admedlzwfm
izzyas-frozen-custard-lafayette-2,39747,rmyzinlikl
i-tea-milpitas,36704,snjnudkwfs
boba-guys-san-carlos-2,55846,ivehwuegwb
pho-anh-ha-san-leandro,13520,ddttvmpgrq
palm-thai-bistro-fairfield,97370,loewtaahrf
calibear-cyber-cafe-sunnyvale-6,38124,gofdellsyd
tpumps-foster-city,54713,ekjmgmxpwc
bobo-drinks-fairfield-2,93945,qqeyfbqsvx
omg-tea-san-francisco,8332,ondogytwwb
urbain-tea-fremont,88407,jhsykzlqxq
napa-noodles-napa,63167,ufjuobhdcj
black-pearl-san-jose-2,91815,mavmipgjwf
blush-organic-frozen-yogurt-dublin,63501,tzddjuwzlb
pearl-cafe-mountain-view,62123,kmvloywxse
blue-saigon-pittsburg,47621,dvxfuxydzx
bean-scene-sunnyvale,15222,vwqixzpkeh
pho-huynh-hiep-6-kevins-noodle-house-walnut-creek,81338,tjslfevqgt
360-crepes-pleasanton-3,87671,jmmahumnmj
the-axe-and-palm-stanford,20719,obwmdkqvek
chatime-foster-city,20019,tjszpkmuvj
cream-san-mateo,15850,etmvtctjfp
yogurtland-san-ramon,25427,tbnlxuqulp
foodnet-supermarket-san-leandro-2,69627,avwxdoiyhv
purple-kow-berkeley-2,62836,xylngsngds
sharetea-dublin-3,98680,raewedjfns
big-fat-straw-cafe-livermore-2,93147,ffgprumfxq
icicles-san-mateo,95057,vqhergfmnw
factory-tea-bar-fremont-2,29063,ishqppalov
hongry-kong-belmont-2,79145,xcwipslwru
starbread-bakery-vallejo,94488,wnmwdklusy
taro-taro-dessert-and-tea-house-fremont,31530,uevsdmkwup
tutti-frutti-montclair-oakland,38801,xcgkclfjwx
youji-fresh-rolls-wine-and-tea-santa-clara,83090,rplnriwmou
happy-lemon-san-jose-5,88044,roffzunglc
homeplate-boba-san-francisco,97975,qhupetoyww
mini-coffee-san-mateo-2,67398,gtsilxqenb
teahee-san-jose,98898,ohbjihpgmc
lv-vietnamese-pho-and-sandwiches-vallejo,67791,buhrnliupq
tpumps-cupertino,72599,rzqahdxvsl
shooting-star-cafe-oakland,19076,lefpqdhtkp
little-hearty-noodle-moraga-2,98479,adsfgckenf
comebuy-drinks-redwood-city,60539,mcmzfgobou
amor-cafe-and-tea-san-jose,95293,kzysyegtxc
ten-ren-tea-co-richmond,68124,offutvlfte
saigon-bistro-concord,31352,lnhzidkglo
halu-shabu-shabu-dublin,67695,ezgemztmmd
chatime-san-mateo-2,71955,xzzqaqsdnt
storm-crepes-newark,47544,pmjzioxbpm
bubblecup-san-francisco-2,75751,tsnojverjb
i-tea-alameda,28519,arrlkalktk
koma-sushi-restaurant-menlo-park-3,33905,cgtznqqqfp
yobelle-napa-2,44629,hynicprorq
icicles-newark,88710,ztegkraadt
t4-fremont-3,72527,rdxcidupkn
i-love-teriyaki-and-sushi-concord-2,99159,egevdkpras
tancca-san-francisco-3,68419,acfyiopwrg
teco-tea-and-coffee-bar-fremont,76608,gqzosbdfck
quickly-castro-valley,30410,mmmoquytmz
teahee-san-jose,98180,xjiyscmsud
starbread-bakery-vallejo,71347,iwqckkqrif
menchies-frozen-yogurt-livermore,78066,jeyiwlsyrw
bubblecup-san-francisco-2,53580,xtxcpzsqni
lazi-cow-davis,12435,mbegsgjfbt
o-honey-dublin,50741,zmmnmvgrir
tea-time-palo-alto,53435,kesnjvceds
yummi-tea-cafe-san-jose-3,62315,kqxssielub
homeplate-boba-san-francisco,32074,dwbwxvjxlp
menchies-frozen-yogurt-vallejo,97546,ljcyppudib
